nombre,apellido,becado,tipo_ingreso,tipo_universidad,ingreso_cantidad
Luisa Ofelia García,Forero,0,Trabajo,Privada,184.86
Lautaro Thiago Nicolas,Martin,{BAD},Otro,Pública,297.56
Celestino Menendez,Murillo,0,Apoyo familiar,Pública,293.63
Julia del Valle,Ocampo,0,Trabajo,∞∞∞,254.65
Alfonso Asunción Narváez,Gaitán,0,C0RRUPT3D,Pública,433.55
Andrea,Ozuna,0,Apoyo familiar,Pública,250.51
Martina,Sosa,0,[DAMAGED],Pública,165.15
Yudy Carvajal,Mercado,0,INVALID,Pública,###CORRUPT###
Santiago Jazmin,Garcia,0,Apoyo familiar,Pública,$$$
Sofía,Lozano,0,Apoyo familiar,Privada,643.25
Bautista Alma Juarez,Diaz,0,Trabajo,Pública,224.04
Virginia Amaya,Sánchez,0,Apoyo familiar,Pública,343.18
Tobias Geronimo,Gonzalez,0,{BAD},Pública,232.2
Dolly Isabel,$$$,0,Apoyo familiar,∞∞∞,304.63
Fabián Márquez,Alvarado,0,Apoyo familiar,Privada,626.57
Cecilia,Angarita,0,Trabajo,Pública,264.83
Felipe Juan Manuel Molina,Fernandez,0,Trabajo,Pública,$$$
C0RRUPT3D,Valle,0,???,Pública,300.0
Sofia Belen Campos,Cruz,0,Apoyo familiar,[DAMAGED],283.26
Felicitas Antonio Ruiz,Mansilla,1,Beca,Privada,478.39
$$$,Rubio,0,Apoyo familiar,Pública,@@@
,Balderas,0,@@@,Privada,243.54
Sr(a). Samuel,Ramirez,0,Apoyo familiar,Privada,C0RRUPT3D
Haroldo Tudela,Corral,1,Trabajo,Privada,302.35
Lucía,@@@,,Crédito educativo,Pública,231.14
Dr. Pascual,Covarrubias,1,Apoyo familiar,Privada,563.66
María Ana,Muñoz,0,Apoyo familiar,Pública,362.78
Leonel Saldivar,Escamilla,<NULL>,∞∞∞,Pública,205.91
Sr(a). Juana,Fernandez,0,Trabajo,Pública,273.76
###CORRUPT###,Campos,0,Apoyo familiar,Pública,336.31
Juan Ignacio Genaro Martinez,Garcia,0,Otro,Pública,INVALID
Marta Lucía Salazar,Mora,1,Trabajo,Privada,221.76
,Samaniego,0,Trabajo,Pública,277.59
Maria Victoria Tiziano,Sosa,0,Apoyo familiar,Pública,294.41
Maicol Julio,Oviedo,0,Apoyo familiar,Pública,351.53
Kelly Ana,Ortiz,0,Otro,Pública,408.6
Isidro Grau,Bosch,0,Apoyo familiar,Pública,334.8
C0RRUPT3D,Arjona,0,Apoyo familiar,Pública,316.6
Uriel Villaseñor,Limón,0,Trabajo,∞∞∞,257.76
Julia,Aguilera,0,Apoyo familiar,Pública,317.11
Gregorio Itzel Casares,Aguilar,0,Trabajo,C0RRUPT3D,316.72
Judith Hernández,Sánchez,1,Beca,Privada,378.52
Benjamin,Martin,0,Apoyo familiar,Pública,300.69
,,INVALID,,,
Concepción,Villalpando,1,[DAMAGED],Privada,625.42
Isabel,Núñez,0,Apoyo familiar,Pública,413.27
,Blanco,0,Trabajo,Pública,288.6
Jenaro Romero,Perea,C0RRUPT3D,Crédito educativo,Pública,278.48
Silvano Narváez,Griego,0,###CORRUPT###,Pública,315.88
Luz Cruz,Sánchez,0,Apoyo familiar,Pública,365.15
María María,Sánchez,0,Apoyo familiar,Pública,477.63
<NULL>,Magaña,0,Otro,Pública,{BAD}
Lic. Camilo,Gallegos,0,Apoyo familiar,Pública,$$$
Rodrigo Olivas,Romero,0,Apoyo familiar,Pública,427.28
,[DAMAGED],,,,∞∞∞
Dr. Yeni,Lara,0,Crédito educativo,Pública,322.19
Hernando,Barrios,0,Otro,[DAMAGED],332.23
Ian Benjamin,Romero,0,Trabajo,$$$,232.32
Amparo Juliana,Ruiz,0,Apoyo familiar,Pública,210.97
Luciano Maria Paz Mendoza,Fernandez,1,Apoyo familiar,Privada,$$$
,,,,,
,,,,,{BAD}
Isaac Rosas,Magaña,1,Crédito educativo,Privada,###CORRUPT###
Ing. Darío,Olivares,0,###CORRUPT###,Pública,221.46
María,González,0,Apoyo familiar,Pública,472.78
Mariano Jaimes,C0RRUPT3D,<NULL>,Apoyo familiar,Privada,###CORRUPT###
@@@,Aguirre,0,Apoyo familiar,Pública,334.4
Gracia Cazorla,Aguilera,1,Apoyo familiar,Privada,434.52
Rodrigo Ibarra,Plaza,,Trabajo,Pública,276.84
Nélida Haro,Delgado,0,Trabajo,Pública,299.71
Lorenzo Nogués,Murcia,0,Apoyo familiar,Privada,497.82
Lorenza del,Ibarra,0,[DAMAGED],Pública,403.47
Enrique Guillermo Romero,Guzmán,0,Apoyo familiar,Pública,318.97
Alberto Armando Giraldo,Sánchez,ERR,Trabajo,,282.89
###CORRUPT###,Cordoba,0,Apoyo familiar,Privada,435.52
Luz,Loaiza,0,Apoyo familiar,Pública,470.71
Sebastian,Soto,0,Apoyo familiar,Pública,435.17
Eduardo Cristina,Nájera,0,Otro,Privada,289.26
Adelaida,###CORRUPT###,1,Trabajo,Privada,VAL6228
Juana Martina,Juarez,0,Crédito educativo,Pública,406.24
Mtro. Santiago,Porras,[DAMAGED],Crédito educativo,Pública,286.66
Mtro. Delia,Carmona,0,Apoyo familiar,Pública,406.18
Luz Janneth Gonzáles,Castillo,0,Trabajo,Pública,248.08
Benjamin Rivero,Juarez,0,Apoyo familiar,Pública,$$$
,,,,,0.0
Francisco Ojeda,Fernandez,INVALID,###CORRUPT###,Pública,297.3
María María,Padilla,C0RRUPT3D,Apoyo familiar,XX,295.53
Dr. Paulina,Abreu,0,Apoyo familiar,Pública,300.32
Dante Ledesma,Romero,0,Apoyo familiar,Pública,560.29
Emiliano,[DAMAGED],0,Apoyo familiar,Pública,272.3
Alondra del,@@@,0,Apoyo familiar,Pública,375.77
Juan Fajardo,Franco,0,Apoyo familiar,Pública,425.41
Noelia Ramiro Caraballo,Matos,0,Apoyo familiar,Pública,351.45
∞∞∞,Díaz,0,Apoyo familiar,@@@,406.05
Edwin Emilio,Guerrero,0,Apoyo familiar,Pública,416.6
Benito Concepción,Valenzuela,###,Crédito educativo,Pública,311.56
Salma Guillermo Dueñas,Armenta,0,Otro,Pública,441.67
Adrián Uriarte,Gaya,0,<NULL>,Pública,315.47
Enzo Martinez,Rojas,0,Trabajo,XX,245.84
Luana Julian Nuñez,Gonzalez,1,Apoyo familiar,Privada,458.6
Julia Mia Lopez,Nuñez,0,[DAMAGED],Pública,330.0
,,,,XX,
Estella,Martínez,0,Apoyo familiar,Pública,367.21
María Naranjo,Montoya,0,Apoyo familiar,Pública,INVALID
Dr(a). Benjamin,Ramos,0,Crédito educativo,Pública,369.94
Abraham Navas,Jordá,0,###CORRUPT###,Pública,427.26
José Luis,Ornelas,0,Trabajo,Pública,305.44
###CORRUPT###,Puga,1,Apoyo familiar,Privada,495.17
Aldonza,Muro,1,Crédito educativo,Privada,@@@
Dr(a). Benicio,Benitez,0,Apoyo familiar,Pública,434.97
,,,,,
###,Barrera,0,{BAD},Pública,INVALID
INVALID,Rosales,1,Beca,$$$,
Armando Guitart,Sarabia,0,Trabajo,Pública,201.68
Lorenzo Barrios,,0,###CORRUPT###,C0RRUPT3D,256.63
Claudia Arcelia Guevara,Bermúdez,1,Apoyo familiar,Privada,623.98
Sandra Riba,Pi,@@@,Beca,Privada,[DAMAGED]
Antonella Manuel Ojeda,Campos,0,???,Pública,414.0
Damián,<NULL>,0,Apoyo familiar,Privada,853.12
Lucía,Suárez,1,C0RRUPT3D,Privada,448.68
Carlos,Flórez,0,Apoyo familiar,Privada,417.28
C0RRUPT3D,Castejón,1,695659,Privada,482.63
María Teresa Concepción Guajardo,Corona,0,Apoyo familiar,Pública,321.32
Delia Pilar,Correa,,Crédito educativo,Privada,$$$
###CORRUPT###,Ybarra,0,Crédito educativo,Pública,301.93
Nelly Patricia,Ramírez,1,Beca,Privada,357.95
Nancy Rufino Pacheco,Vanegas,0,Otro,Pública,243.15
Fortunato Miranda,Querol,0,Apoyo familiar,Pública,385.52
Thiago Nicolas Sanchez,Fernandez,,Otro,Pública,285.66
Lic. Ivonne,Urbina,0,Apoyo familiar,Pública,452.18
Bernardino Ródenas,Escribano,0,Otro,Pública,425.55
Francisco Bautista Sanchez,Garcia,0,Apoyo familiar,Pública,480.03
Francisca Bautista,Cordoba,0,Apoyo familiar,Pública,454.99
Luz Cortés,C0RRUPT3D,0,Apoyo familiar,Pública,290.41
Nancy Blanco,Escamilla,C0RRUPT3D,Apoyo familiar,Pública,398.76
@@@,,,,,
Gregorio Iglesias,Gracia,@@@,Crédito educativo,Pública,233.5
Thiago Benjamin Benjamin Bustos,Mendoza,0,{BAD},Pública,###CORRUPT###
Elena,Trejo,0,Apoyo familiar,@@@,###CORRUPT###
Martina,Muñoz,0,Crédito educativo,Pública,366.1
Humberto Omar,Orjuela,,???,Pública,361.06
Hermelinda Zapata,Casárez,0,<NULL>,Pública,$$$
Sebastián Wilmer Cardona,Barragán,0,Crédito educativo,Pública,311.03
Ágata,Arnau,1,$$$,{BAD},529.19
Dr(a). Isabella,Cardozo,0,Trabajo,Pública,185.95
Juliana Benitez,Sosa,0,@@@,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,245.79
Karina,González,1,Beca,Privada,327.03
Yamile Carolina Díaz,Arenas,0,Apoyo familiar,áéíóú ñ,500.67
Paola Luz López,Palacio,0,Apoyo familiar,Pública,350.74
Nuria Mendez,Saldaña,1,{BAD},Privada,263.1
∞∞∞,Medina-Verdejo,0,Apoyo familiar,Pública,302.85
Xavier Esteban,Gallardo,0,Apoyo familiar,Pública,311.25
Ángel Jerónimo,Hidalgo,0,Otro,Pública,479.28
Dr. Socorro,Carmona,[DAMAGED],Apoyo familiar,Pública,273.68
Mtro. Abel,Ponce,0,<NULL>,###CORRUPT###,{BAD}
Jazmín Felicitas,Diaz,VAL1057,Apoyo familiar,,414.35
Priscila Ramiro Muñoz,Diaz,0,Otro,@@@,400.07
Ana Aranda,Velásquez,0,Apoyo familiar,Pública,387.1
,,,,,
Valentino Maria Luz Gonzalez,Martinez,1,Apoyo familiar,Privada,572.32
Benjamin Aguirre,Aguirre,0,Apoyo familiar,Pública,200.48
Roberto José,Polo,0,Trabajo,Privada,224.89
{BAD},Cerdá,0,Trabajo,Pública,238.76
,,,@@@,,
Antonio Andrés,Pérez,0,Crédito educativo,Pública,350.55
Benicio,Mansilla,0,Apoyo familiar,INVALID,389.29
Víctor Carla,Carrasco,0,Otro,Privada,336.6
Sr(a). Thiago,Hernandez,1,Apoyo familiar,Privada,514.58
Maria Victoria,Gutierrez,0,Crédito educativo,<NULL>,277.67
Itziar Alberdi,Lara,0,Apoyo familiar,Pública,391.91
Gonzalo José Eduardo Alonzo,Tello,0,Apoyo familiar,Pública,290.41
Jesús Fabiola,INVALID,1,Apoyo familiar,Privada,530.06
<NULL>,Rivera,X,???,Pública,307.93
Matías,Galván,0,Apoyo familiar,Pública,381.4
Nadia Marqués,Medina,0,Apoyo familiar,@@@,340.39
Jose Miguel del,Capdevila,X,Apoyo familiar,Pública,-9999.0
Alfonso Felipe,Alarcón,0,Apoyo familiar,Pública,341.05
Carla Aparicio,Ramón,0,Apoyo familiar,Privada,[DAMAGED]
Mtro. Rodrigo,Mascareñas,1,{BAD},$$$,289.0
Amílcar,Nogués-Andreu,0,Otro,Pública,425.35
Camila,Barrios,0,Trabajo,Pública,278.97
[DAMAGED],,,,<NULL>,
María Ángeles Oliver,Sanabria,0,Apoyo familiar,Pública,352.67
Sr(a). Emma,,1,Apoyo familiar,Privada,465.58
Isabella Thiago,Flores,0,Apoyo familiar,Pública,440.8
Carla Aller,Moreno,0,Apoyo familiar,Pública,377.48
Miguela Benavent,Sedano,0,Trabajo,Pública,216.19
Paula Bermúdez,López,0,Trabajo,Pública,216.79
Yaiza Mulet,,0,Apoyo familiar,Pública,369.47
Celia Acedo,Plana,C0RRUPT3D,Beca,Privada,339.91
Juliana Alcira,Leal,1,Beca,Privada,361.58
Jennifer Rincón,Hernández,0,áéíóú ñ,Pública,221.28
Elvira Diana Lucero,Huerta,<NULL>,Crédito educativo,Pública,305.2
Karla,908675,C0RRUPT3D,∞∞∞,Pública,338.26
Marisela,[DAMAGED],0,Trabajo,[DAMAGED],198.15
Elena,Páez,0,Apoyo familiar,Pública,439.36
Ruby Páez,Maya,0,Trabajo,Pública,357.26
Salvador Mateo,Mesa,$$$,Trabajo,Privada,232.2
Rosalva del,Baena,1,Beca,Privada,{BAD}
Clemente Font,Barco,0,Apoyo familiar,Privada,491.22
Jos,Arce,0,Trabajo,Pública,204.61
Mercedes Serrato,Carrillo,C0RRUPT3D,Apoyo familiar,Pública,293.54
Jerónimo Vera,Pons,0,Apoyo familiar,Pública,281.35
Miriam Luna Alvarez,∞∞∞,0,Apoyo familiar,Pública,392.31
Reynaldo Adela,Nevárez,VAL9732,Apoyo familiar,Privada,544.8
Valentino Gomez,Gutierrez,0,Trabajo,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,215.82
Javier,<NULL>,0,Apoyo familiar,,392.24
Paloma,Alvarez,0,???,845679,460.04
Martín Nazario,Duarte,0,Apoyo familiar,Pública,330.49
Esteban Elsa,Aguirre,1,Trabajo,Privada,274.22
Diana Ana Aguilar,Montes,0,Apoyo familiar,Pública,275.28
Dr(a). Gonzalo,Vargas,1,Apoyo familiar,Privada,587.29
Benjamín Zoé,Trejo,0,INVALID,Pública,341.56
Fausto Alvarez,Campos,1,Beca,Privada,448.74
Pepita Aguiló,Bosch,$$$,C0RRUPT3D,Pública,245.12
Asunción,Sanmiguel,0,Apoyo familiar,Pública,252.1
Nélida,Báez,0,Otro,Pública,239.26
Fidel Maldonado,Nicolás,1,Beca,Privada,0.0
Paulina,Márquez-Cañellas,10000000000.0,Beca,Privada,259.63
Celestino Llorente,Caparrós,0,Trabajo,Pública,327.45
Mireia,Manjón,1,Beca,Privada,221.63
Sr(a). Juan Ignacio,Gutierrez,0,Apoyo familiar,Pública,-888.0
Vanesa,Chico-Rincón,0,Apoyo familiar,INVALID,409.27
Dr. Tomás,###CORRUPT###,0,Crédito educativo,Pública,240.29
Mtro. Irene,,X,Apoyo familiar,∞∞∞,358.34
Dionisia,Peñalver,,Otro,Pública,445.34
Daniel,Galvis,0,Trabajo,Pública,229.38
Mtro. Rolando,∞∞∞,0,Apoyo familiar,Pública,522.67
Carmen Yolanda,Caicedo,1,Trabajo,Privada,0.0
Agapito Tomé,Rosado,0,Trabajo,Privada,156.67
Lautaro Ezequiel Manuel,Ruiz,0,Apoyo familiar,Pública,369.33
Clemente,Duarte,1,Beca,Privada,524.95
Thiago Daniel Agustin,Molina,0,Apoyo familiar,Privada,456.7
Nicanor Núñez,Riba,1,Beca,Privada,361.65
Thiago Garcia,Duarte,0,Apoyo familiar,Pública,
,,,,,
Santiago Joaquín,Gomez,INVALID,<NULL>,Pública,206.43
Agustín,Correa,0,Apoyo familiar,Pública,374.46
###CORRUPT###,Vega,0,∞∞∞,Pública,276.67
Óliver Luis Manuel,Santana,1,Otro,Privada,482.99
Florinda Pizarro,Rueda,0,Apoyo familiar,Pública,347.12
Mtro. Margarita,Osorio,0,Apoyo familiar,Pública,413.6
Santino Valentin Nuñez,Hernandez,0,Apoyo familiar,Pública,357.34
Ramón Hernán,Briones,{BAD},C0RRUPT3D,Pública,468.8
Dr(a). Joaquin,Gomez,0,Apoyo familiar,Privada,615.04
Ignacio,Vargas,0,Apoyo familiar,Pública,@@@
Estela Oswaldo Rolón,Muñoz,[DAMAGED],Apoyo familiar,285357,356.77
Isabella Luca Maidana,Bustos,1,Otro,Privada,294.59
Nina Malena,{BAD},0,Apoyo familiar,Pública,302.26
Thiago Nicolas Sanchez,Toledo,1,Beca,Privada,504.99
Alfonso,Camacho,0,Apoyo familiar,Pública,250.58
320509,Mendoza,0,Apoyo familiar,Pública,274.54
Raimundo Máximo González,Aragón,0,Apoyo familiar,###CORRUPT###,@@@
Esteban Tovar,Pérez,0,,Pública,325.68
Valentino Isabella,Leiva,0,∞∞∞,Pública,458.61
Isabella Juana Godoy,Rodriguez,0,Otro,Pública,202.71
Poncio del,Moreno,0,Trabajo,Pública,254.43
Enrique Duván Londoño,Angulo,0,Otro,Pública,348.2
Graciela,Villarreal,0,Otro,Pública,443.94
José,González,0,Crédito educativo,Pública,256.48
Edwin Vásquez,Galindo,0,Apoyo familiar,,307.67
Josefina Romero,,0,Apoyo familiar,Pública,323.99
Martina Herrera,Vazquez,0,Trabajo,Pública,268.26
Benito Cristóbal Estevez,Bellido,0,Apoyo familiar,Privada,466.13
Kevin David Ceballos,Pérez,0,Apoyo familiar,Pública,464.35
Maria Paz Lisandro,Nuñez,0,Apoyo familiar,Pública,421.45
Carlos,Vásquez,0,Apoyo familiar,Pública,307.88
Julio Bernabé Muñoz,Ruiz,X,Apoyo familiar,Pública,370.83
Glauco Bas,Correa,0,Apoyo familiar,Pública,208.91
Mónica Isaac Madrid,Uribe,0,Apoyo familiar,Pública,315.95
Karina,González,1,Beca,Privada,327.03
Andrés Enrique,Mosquera,1,Otro,{BAD},489.59
,,[DAMAGED],,,
Beatriz Toro,$$$,0,Apoyo familiar,###CORRUPT###,410.04
Pedro,Valdés,1,Otro,Privada,368.45
Antonella Valentina Perez,Morales,0,Apoyo familiar,Privada,495.7
Teófila Molins,Bayón,0,Apoyo familiar,Pública,262.17
Diego Amelia,Perea,1,Apoyo familiar,Privada,485.59
Ernesto Leticia,Limón,1,Trabajo,Privada,169.96
<NULL>,###CORRUPT###,0,Crédito educativo,Pública,224.35
María,Garcés,1,Otro,INVALID,368.1
,Polanco,0,Apoyo familiar,Pública,###CORRUPT###
León Felipe,Bohórquez,1,Beca,Privada,239.78
Horacio,Tijerina,0,Apoyo familiar,Pública,0.0
$$$,Quiñónez,1,Otro,Privada,C0RRUPT3D
Constanza Santiago,Pereyra,0,Apoyo familiar,Pública,281.12
Dr. Alejandro,Lozada,0,Otro,Pública,398.57
Frida Dolores Cabán,Bernal,INVALID,Apoyo familiar,Pública,409.44
C0RRUPT3D,Rubio,0,Crédito educativo,Pública,226.63
Miguel Yerson Orozco,Castro,0,285615,Pública,245.42
Santino Gabriel Castro,Sanchez,1,Beca,Privada,406.71
Soledad Pablo Lovato,Barrera,,Trabajo,Pública,306.47
,,,,,
C0RRUPT3D,,,,,
Javier,Lomeli,0,Apoyo familiar,Pública,395.58
,,,,{BAD},
Arturo Ramiro,Bastidas,###CORRUPT###,Beca,Privada,492.65
$$$,[DAMAGED],0,Trabajo,Pública,322.1
Sr(a). Sol,Sosa,0,Apoyo familiar,Privada,674.48
Marisol Yolanda Acuña,Cuellar,0,Apoyo familiar,Pública,413.1
María Marisol,Arenas,0,Trabajo,Pública,250.16
Ricardo María,Bravo,0,Apoyo familiar,Pública,385.29
Santino Nicolas Juan Ignacio,212930,1,???,673365,535.15
Ramiro Ortiz,Moreno,0,###CORRUPT###,Pública,252.88
Francesca,Ferreyra,0,Apoyo familiar,Privada,973.1
###,Garcia,0,Otro,@@@,
,,,,,
,,,,∞∞∞,
Germán Alfonso,Aparicio,1,Beca,Privada,358.87
{BAD},Sanchez,C0RRUPT3D,Otro,Pública,383.45
Ing. Verónica,Maldonado,0,Trabajo,{BAD},209.75
ERR!!,Fuster,0,Apoyo familiar,Pública,{BAD}
Calista Galvez,Gomila,1,Apoyo familiar,Privada,547.08
[DAMAGED],Herrera,0,Otro,Pública,377.74
Ing. Tomás,@@@,0,Apoyo familiar,Pública,318.17
Eva Sarabia,Valdivia,0,{BAD},###,352.91
Rubén Guzmán,Rodríguez,0,Apoyo familiar,Privada,441.72
Armando Fabio,Guzmán,1,Apoyo familiar,Privada,536.66
,,,,,
,,,,,
Juan Rodríguez,Silva,0,Otro,Privada,222.23
Francisco Ojeda,Fernandez,∞∞∞,Apoyo familiar,Pública,443.16
Margarita Montaño,Villagómez,0,Apoyo familiar,###CORRUPT###,350.14
Mia Jazmin Roldan,Mendez,0,Apoyo familiar,Pública,337.04
Paulina Isabel,Vargas,0,Apoyo familiar,Pública,347.15
Arley Héctor,Suárez,0,Otro,Pública,C0RRUPT3D
Sofía,Aguero,0,Apoyo familiar,Pública,401.47
$$$,Juarez,X,Apoyo familiar,[DAMAGED],379.77
,,,,,C0RRUPT3D
Santino,Romero,###,@@@,<NULL>,442.28
Dr. Teodoro,Saucedo,0,Crédito educativo,Pública,323.21
Benjamin Juan Miranda,Diaz,0,Trabajo,@@@,225.29
Gustavo Guerrero,Alonso,0,Crédito educativo,Privada,245.84
Adalberto Chávez,Cantú,0,Apoyo familiar,Pública,360.88
Óscar,Daza,0,Crédito educativo,Pública,316.33
Sr(a). Paola,Garibay,0,Crédito educativo,Privada,∞∞∞
Vidal Batlle,Manjón,0,Apoyo familiar,Pública,483.19
Salvador,Valdez,0,@@@,Privada,454.82
Ciriaco Madrid,Alcolea,0,[DAMAGED],Pública,156.5
Angélica Ortega,Cepeda,0,Crédito educativo,Pública,221.9
Alta Gracia Dolores,Pedraza,1,Trabajo,Privada,334.38
Dulce Espinosa,Huerta,1,Beca,XX,414.81
,,,,,
Soledad Adela Espinoza,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1,$$$,Privada,542.12
$$$,Prado,0,Crédito educativo,Pública,@@@
Dr(a). Olivia,Villalba,0,Apoyo familiar,Pública,296.68
<NULL>,Flórez,0,Otro,Privada,220.83
Marisa,Belda-Sureda,0,,Pública,263.39
Victoria,Treviño,0,Apoyo familiar,C0RRUPT3D,C0RRUPT3D
Perlita Palacios,Luque,1,Apoyo familiar,Privada,438.73
Mtro. César,Montes,1,,Privada,536.27
Milena Caceres,Silva,@@@,Apoyo familiar,Pública,464.87
∞∞∞,Bañuelos,0,$$$,,205.75
Susanita,Casanovas,0,Apoyo familiar,Pública,484.46
Raúl Mario Barajas,Almanza,###CORRUPT###,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Privada,656.57
Martha Esther,Martínez,X,Apoyo familiar,Pública,<NULL>
Bertha,Beltrán,,Apoyo familiar,Pública,327.25
Dr(a). Victoria,Medina,0,Apoyo familiar,,INVALID
{BAD},Jaime,0,Apoyo familiar,XX,323.92
Juan Cruz Felipe,Martin,0,Apoyo familiar,Privada,483.18
Alejo Cerro,Mínguez,1,Crédito educativo,Privada,304.4
@@@,Gaitán,0,Apoyo familiar,Pública,128.25
Carmelo del,Adadia,0,Apoyo familiar,Pública,526.72
∞∞∞,Perez,0,Apoyo familiar,Pública,442.27
,Vidal,0,Apoyo familiar,Pública,VAL6728
Donato Cerro,Peñalver,1,Apoyo familiar,Privada,403.4
Cristóbal Mateos,Taboada,0,Apoyo familiar,Pública,376.28
Yeison Pulido,Fernández,0,400053,Pública,-9999.0
Estela Adriana,Farías,0,Apoyo familiar,,359.32
Sr(a). Tania,@@@,0,Apoyo familiar,Pública,398.52
Ismael,Rodrigo-Torralba,0,Apoyo familiar,Pública,399.62
Fernanda Gordillo,Saez,0,Apoyo familiar,Pública,392.36
Helena Timoteo Rodríquez,<NULL>,0,Apoyo familiar,Pública,304.55
Flavio,Arrieta-Corral,0,Apoyo familiar,Pública,290.33
Thiago Benjamin,Barrios,1,INVALID,Privada,467.4
Teobaldo Vendrell,Anguita,0,∞∞∞,Pública,274.23
Elias,Zamudio,1,,Privada,434.85
María Luisa Partida,Toro,0,Apoyo familiar,###CORRUPT###,338.84
Emperatriz,Moles,1,Apoyo familiar,,574.32
,,,,∞∞∞,
Miguel Restrepo,Salgado,0,???,Pública,474.2
{BAD},Verdugo,0,Trabajo,Pública,219.33
Brayan Torres,Muñoz,0,Apoyo familiar,Pública,384.13
Gerónimo Pedroza,Molina,0,Trabajo,Pública,225.35
Dulce,Leiva,0,Trabajo,Pública,302.12
Espiridión Sacristán,@@@,0,INVALID,Pública,403.26
Mia Benjamin Valdez,Ferreyra,0,330474,Pública,311.38
Ciríaco Rosado,Diéguez,0,Trabajo,Pública,222.39
@@@,,###CORRUPT###,Beca,Privada,327.4
,Portillo,0,Trabajo,Pública,207.58
Lara Ivan Fernandez,Garcia,0,Crédito educativo,Pública,241.61
$$$,Gomez,1,Beca,Privada,359.28
{BAD},Martinez,1,Apoyo familiar,XX,INVALID
Tiziano Benjamin,,0,Apoyo familiar,Pública,433.26
Alejo,Aguero,0,Apoyo familiar,C0RRUPT3D,339.34
Víctor Mauricio,Garrido,0,Apoyo familiar,Privada,###CORRUPT###
Juan David Ian,áéíóú ñ,0,{BAD},Pública,275.34
Dolores Briones,Blanch,1,Otro,Privada,416.81
Valentin Juan Cruz,Ortiz,0,Apoyo familiar,{BAD},581.75
Timoteo Javier Palomo,Delgado,0,Apoyo familiar,Pública,406.15
Paola Castaño,Fernández,0,Apoyo familiar,Pública,307.63
Fidel Bonilla,Martínez,###CORRUPT###,Trabajo,Privada,246.29
Hugo Almazán,Ángel,0,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Privada,324.92
∞∞∞,Linares,0,Trabajo,Pública,231.98
###CORRUPT###,Bernal,1,Otro,Privada,366.11
Jenaro Cabo,Beltrán,0,Trabajo,Pública,238.27
Aldo,Nájera,0,Apoyo familiar,Pública,341.88
Joaquin Luna,Vera,0,∞∞∞,Pública,219.25
Máxima Castilla,Llobet,0,Trabajo,Pública,287.5
200731,Campo,0,@@@,Pública,[DAMAGED]
Amelia Espada,Sabater,1,Beca,Privada,522.57
,@@@,,???,XX,
Sr(a). Natividad,Coronado,∞∞∞,Apoyo familiar,Pública,445.53
###CORRUPT###,Rios,0,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Privada,400.62
C0RRUPT3D,Olivares,0,Apoyo familiar,Pública,442.51
@@@,<NULL>,0,Apoyo familiar,698144,388.18
,Rodriguez,0,Apoyo familiar,Pública,0.0
Donato Quirós,Farré,0,Apoyo familiar,Pública,380.52
Santiago Sosa,<NULL>,1,Apoyo familiar,XX,566.86
Marisol Castillo,Triana,0,Otro,580018,214.61
Marisela Llorente,Viñas,1,Trabajo,###CORRUPT###,237.37
Sr(a). Lola,[DAMAGED],0,???,Pública,380.84
Santino Gabriel Castro,Sanchez,1,Apoyo familiar,Privada,644.94
Duilio Ávila,Mayol,1,Beca,Privada,$$$
Mtro. Victoria,Chapa,0,Apoyo familiar,Pública,VAL4794
,,,,,
María Teresa,Alfaro,0,Apoyo familiar,Pública,252.57
Irene Montañez,Zambrano,0,Apoyo familiar,Pública,419.81
Juan,Delgado,0,Otro,Pública,375.98
Santiago Isabella Acuña,$$$,0,Trabajo,Pública,INVALID
Stella Aleida González,Velasco,0,Trabajo,Pública,270.21
Inmaculada Alonso,Revilla,0,Apoyo familiar,Pública,211.27
INVALID,Nuñez,INVALID,@@@,Privada,435.96
Sr(a). Santiago,Blanco,0,Apoyo familiar,Pública,465.87
Bianca Renzo Gomez,Perez,0,Crédito educativo,Pública,344.71
Lucía Tomás,Morales,1,Apoyo familiar,Privada,612.79
,@@@,,,,
Gilberto Bernabé,Acosta,0,Crédito educativo,Pública,384.85
{BAD},Crespo,0,Apoyo familiar,Pública,354.35
Dr(a). Santino,Rivero,0,Apoyo familiar,Pública,394.91
Patricia María Arango,Castellanos,0,Apoyo familiar,Pública,∞∞∞
Aurora,Mireles,1,Trabajo,XX,259.58
Luz Garzón,Martínez,0,,,172.7
Gloria del,[DAMAGED],1,Apoyo familiar,Privada,439.82
