nombre,apellido,becado,tipo_ingreso,tipo_universidad,ingreso_cantidad
Mtro. José Emilio,Rubio,0,Apoyo familiar,Privada,882.0
Mateo Valentin Mateo Diaz,Gimenez,0,Apoyo familiar,Privada,408.69
Ing. Olivia,Tapia,1,Trabajo,Privada,249.01
Ing. Olivia,Tapia,1,Beca,Privada,411.73
Jimena Benito,Carnero,0,Apoyo familiar,Pública,342.48
Mauro Montero,Marrero,0,Crédito educativo,Privada,261.15
Maribel Naranjo,Carvajal,0,Trabajo,Pública,287.21
Maribel Naranjo,Carvajal,0,Apoyo familiar,Pública,337.88
Maritza Gómez,Aguilar,0,Crédito educativo,Pública,261.04
Maritza Gómez,Aguilar,0,Apoyo familiar,Pública,443.53
Claudia Esperanza,Maldonado,0,Apoyo familiar,Pública,450.15
Catalina Arcelia,Pizarro,0,Apoyo familiar,Pública,309.57
Agapito Tomé,Rosado,0,Trabajo,Privada,156.67
Agapito Tomé,Rosado,0,Apoyo familiar,Privada,591.2
Baltasar,Aparicio,0,Apoyo familiar,Pública,319.89
Azahara Isern,Aroca,0,Crédito educativo,Pública,347.44
Azahara Isern,Aroca,0,Apoyo familiar,Pública,212.72
Nazario Adelardo Bárcena,Casals,0,Crédito educativo,Pública,353.56
Nazario Adelardo Bárcena,Casals,0,Apoyo familiar,Pública,268.99
Dr. Dulce María,Montoya,0,Apoyo familiar,Pública,401.79
Camilo Lobato,Oliveras,0,Apoyo familiar,Pública,351.62
Yadira Ocampo,Ávila,0,Crédito educativo,Pública,242.76
Sebastián Alcalá,Ángel,0,Apoyo familiar,Pública,327.33
Guillermina David,Terrazas,0,Otro,Pública,485.14
Guillermina David,Terrazas,0,Apoyo familiar,Pública,249.73
Óscar Gargallo,Varela,0,Apoyo familiar,Pública,495.04
Genaro Santiago Peralta,Gomez,0,Apoyo familiar,Pública,389.01
Alejandro Molina,Parra,0,Apoyo familiar,Pública,535.35
Cristina Beatriz,Zapata,1,Apoyo familiar,Privada,416.79
Cristina Beatriz,Zapata,1,Beca,Privada,495.57
Jaime,Gómez,1,Apoyo familiar,Privada,473.93
Jaime,Gómez,1,Beca,Privada,558.35
Luis Jorge Carvajal,Álvarez,0,Trabajo,Pública,231.96
Luis Jorge Carvajal,Álvarez,0,Otro,Pública,261.4
Nicolas Juana,Mendez,0,Otro,Pública,299.47
Nicolas Juana,Mendez,0,Apoyo familiar,Pública,376.65
Martín Nazario,Duarte,0,Apoyo familiar,Pública,330.49
Nerea Calzada,Prieto,0,Otro,Pública,221.35
Sr(a). Juan Ignacio,Ruiz,0,Apoyo familiar,Pública,168.17
Anacleto Parra,Flor,0,Trabajo,Pública,259.95
Anacleto Parra,Flor,0,Crédito educativo,Pública,326.2
Stella Aleida González,Velasco,0,Trabajo,Pública,270.21
Stella Aleida González,Velasco,0,Apoyo familiar,Pública,452.23
Bautista Benjamin Bautista Benjamin Luna,Navarro,0,Trabajo,Pública,196.45
Bautista Benjamin Bautista Benjamin Luna,Navarro,0,Otro,Pública,245.48
Bautista Benjamin Bautista Benjamin Luna,Navarro,0,Apoyo familiar,Pública,434.2
Agustin Juan Martin Ruiz,Suarez,0,Apoyo familiar,Pública,358.42
Kelly González,Vargas,1,Apoyo familiar,Privada,629.18
Kelly González,Vargas,1,Beca,Privada,331.93
Lucía Valentino,Gomez,0,Apoyo familiar,Pública,234.4
Josep Amor,Escamilla,0,Crédito educativo,Pública,320.86
Josep Amor,Escamilla,0,Apoyo familiar,Pública,328.66
Dr(a). Felipe,Rios,0,Apoyo familiar,Pública,307.71
Natalio Vizcaíno,Ugarte,0,Apoyo familiar,Pública,354.22
Juana Guillermina,Gimenez,0,Trabajo,Pública,195.64
Juana Guillermina,Gimenez,0,Apoyo familiar,Pública,274.69
Irene,Gómez,0,Crédito educativo,Pública,340.76
Olivia Sanchez,Torres,0,Apoyo familiar,Pública,270.05
Martina Castro,Guzman,0,Apoyo familiar,Pública,397.43
Esther Hernández,Becerra,0,Trabajo,Privada,273.13
Esther Hernández,Becerra,0,Apoyo familiar,Privada,359.39
Franco Aguirre,Castro,0,Trabajo,Pública,216.12
Franco Aguirre,Castro,0,Apoyo familiar,Pública,447.09
Lucas,Fernandez,0,Otro,Pública,445.03
Lucas,Fernandez,0,Apoyo familiar,Pública,318.33
Dorotea Uría,Pina,0,Apoyo familiar,Pública,271.51
Silvio Pazos,Oller,0,Trabajo,Pública,322.99
Fortunata Cabanillas,Roman,0,Apoyo familiar,Pública,234.33
Camilo Andrés,Vargas,0,Crédito educativo,Pública,264.09
Camilo Andrés,Vargas,0,Apoyo familiar,Pública,388.02
Rosalia Arturo Barraza,Magaña,0,Apoyo familiar,Privada,669.52
Carla Aller,Moreno,0,Apoyo familiar,Pública,377.48
Máxima Rocamora,Villa,0,Apoyo familiar,Pública,385.03
Benjamin Valentin Gonzalez,Sanchez,0,Apoyo familiar,Privada,806.37
Franco Micaela Gomez,Peralta,0,Crédito educativo,Pública,334.11
Franco Micaela Gomez,Peralta,0,Otro,Pública,212.73
César Alonso Herrera,Garzón,0,Trabajo,Pública,282.52
César Alonso Herrera,Garzón,0,Apoyo familiar,Pública,247.38
Alberto Acevedo,Quiroz,0,Apoyo familiar,Privada,612.71
Clotilde del,Lara,0,Trabajo,Pública,200.1
Clotilde del,Lara,0,Apoyo familiar,Pública,324.14
Luciano Herberto Gonzalez,Briones,0,Apoyo familiar,Pública,369.88
Evangelina,Llano-Bautista,0,Apoyo familiar,Pública,490.94
Sofia,Arias,0,Apoyo familiar,Pública,569.78
Óscar,Montoya,0,Apoyo familiar,Pública,396.9
Karla,Heredia,0,Apoyo familiar,Pública,338.26
Sr(a). Justina,Morales,0,Trabajo,Pública,276.73
Sr(a). Justina,Morales,0,Otro,Pública,414.3
Lic. Ernesto,Robles,0,Trabajo,Pública,290.8
Fidel Bonilla,Martínez,0,Trabajo,Privada,246.29
Fidel Bonilla,Martínez,0,Apoyo familiar,Privada,599.69
María Teresa Concepción Guajardo,Corona,0,Trabajo,Pública,296.21
María Teresa Concepción Guajardo,Corona,0,Apoyo familiar,Pública,321.32
Camilo Estrada,Vallejo,0,Apoyo familiar,Pública,405.57
Gabriela,Llamas,0,Apoyo familiar,Pública,313.25
Ruby Eugenio Palomino,Griego,0,Apoyo familiar,Pública,398.01
Clemente Amorós,Higueras,0,Apoyo familiar,Pública,260.42
Mauricio Ronal Salazar,Espitia,0,Apoyo familiar,Pública,265.83
Georgina Celia,Anaya,0,Crédito educativo,Privada,363.49
Álvaro,Díaz,0,Trabajo,Pública,296.88
Álvaro,Díaz,0,Apoyo familiar,Pública,416.34
Ricarda Aller,Baquero,0,Apoyo familiar,Pública,357.3
María Cristina Martí,Bartolomé,0,Otro,Privada,248.91
Felicitas Antonio Ruiz,Mansilla,1,Apoyo familiar,Privada,485.18
Felicitas Antonio Ruiz,Mansilla,1,Beca,Privada,478.39
Bruno Reina,Sanches,0,Apoyo familiar,Privada,584.55
Natalia,Zapata,0,Apoyo familiar,Pública,348.81
James David González,Arévalo,0,Apoyo familiar,Pública,382.58
Roberto Sarmiento,Rubio,0,Apoyo familiar,Pública,405.95
Bernabé Delia,Gallegos,0,Apoyo familiar,Pública,280.77
Diego Jhonatan Martínez,Lozano,0,Apoyo familiar,Pública,365.58
Magdalena Roda,Taboada,0,Apoyo familiar,Pública,443.21
Clemente Jos Roldán,Nazario,0,Apoyo familiar,Pública,479.18
Paula,Espitia,0,Apoyo familiar,Privada,504.0
Onofre Heras,Isern,0,Apoyo familiar,Privada,467.79
Luca Constanza Barrios,Castillo,1,Trabajo,Privada,263.45
Luca Constanza Barrios,Castillo,1,Apoyo familiar,Privada,524.22
Luca Constanza Barrios,Castillo,1,Beca,Privada,538.47
Julia,Aguilera,0,Apoyo familiar,Pública,317.11
Julieta Santiago Nicolas Navarro,Garcia,0,Crédito educativo,Pública,248.23
Susana,Mateo,0,Otro,Pública,401.81
Susana,Mateo,0,Apoyo familiar,Pública,323.6
Victoria Rodriguez,Vargas,0,Apoyo familiar,Pública,305.31
Tiziano Benjamin,Blanco,0,Trabajo,Pública,288.6
Tiziano Benjamin,Blanco,0,Apoyo familiar,Pública,433.26
Duván Fonseca,Bravo,0,Otro,Pública,449.85
Gloria Karen,Guerra,0,Apoyo familiar,Pública,328.03
Edgar Alonso Bedoya,Díaz,0,Otro,Privada,364.66
Benjamin Sofia,Sanchez,1,Apoyo familiar,Privada,393.47
Benjamin Sofia,Sanchez,1,Beca,Privada,324.24
Cayetano Iborra,Villalonga,0,Trabajo,Pública,173.88
Cayetano Iborra,Villalonga,0,Otro,Pública,419.81
Cayetano Iborra,Villalonga,0,Apoyo familiar,Pública,306.22
Lic. Indira,Razo,1,Apoyo familiar,Privada,481.45
Lic. Indira,Razo,1,Beca,Privada,366.27
Thiago Benjamin Luciano,Rivero,0,Trabajo,Pública,296.6
Thiago Benjamin Luciano,Rivero,0,Apoyo familiar,Pública,272.24
María Rosa Medina,Rivera,0,Crédito educativo,Pública,374.15
Agustín Valdez,Girón,1,Apoyo familiar,Privada,476.73
Agustín Valdez,Girón,1,Beca,Privada,438.74
Chita Juárez,Domingo,1,Trabajo,Privada,319.36
Chita Juárez,Domingo,1,Apoyo familiar,Privada,604.47
Chita Juárez,Domingo,1,Beca,Privada,323.77
María Pilar Romeu,Juan,0,Apoyo familiar,Pública,387.35
José Carlos de la Rosa,Valverde,0,Apoyo familiar,Pública,321.8
Plinio Zaragoza,Rozas,0,Apoyo familiar,Pública,369.09
Juan Ignacio,Vera,0,Crédito educativo,Pública,242.17
Juan Ignacio,Vera,0,Apoyo familiar,Pública,283.91
Graciela Miguel Ángel Olivas,Cedillo,1,Trabajo,Privada,267.19
Graciela Miguel Ángel Olivas,Cedillo,1,Crédito educativo,Privada,297.08
Graciela Miguel Ángel Olivas,Cedillo,1,Beca,Privada,395.9
Matias Jeronimo,Garcia,1,Apoyo familiar,Privada,416.39
Matias Jeronimo,Garcia,1,Beca,Privada,601.33
Dolores,Paredes,0,Otro,Pública,326.82
Gregorio Iglesias,Gracia,0,Crédito educativo,Pública,233.5
Gregorio Iglesias,Gracia,0,Apoyo familiar,Pública,238.06
Thiago Ramiro,Medina,1,Apoyo familiar,Privada,416.82
Thiago Ramiro,Medina,1,Beca,Privada,375.43
Benita Morales,Puga,0,Apoyo familiar,Pública,286.52
Luisa,Zambrano,0,Apoyo familiar,Pública,284.31
Luz María,Quintero,0,Apoyo familiar,Pública,365.05
Joaquín,Zelaya,0,Trabajo,Pública,253.47
Joaquín,Zelaya,0,Crédito educativo,Pública,256.7
Joaquín,Zelaya,0,Apoyo familiar,Pública,364.28
Edmundo Vargas,Piquer,0,Crédito educativo,Pública,267.2
Fredy Hernández,Galindo,0,Apoyo familiar,Pública,331.81
Carmina,Juliá-Doménech,0,Apoyo familiar,Pública,467.81
Enzo Valentino Sanchez,Pereyra,0,Apoyo familiar,Privada,623.02
Camilo Humberto Armendáriz,Cavazos,1,Trabajo,Privada,185.02
Camilo Humberto Armendáriz,Cavazos,1,Crédito educativo,Privada,349.78
Camilo Humberto Armendáriz,Cavazos,1,Beca,Privada,536.81
Lautaro Ezequiel Gabriel Garcia,Lucero,0,Apoyo familiar,Pública,270.8
Óscar Juan,Daza,0,Apoyo familiar,Pública,253.12
Lautaro Benjamin Thiago Gabriel,Godoy,0,Trabajo,Pública,296.3
Lautaro Benjamin Thiago Gabriel,Godoy,0,Apoyo familiar,Pública,397.0
Santiago Rodriguez,Lopez,0,Apoyo familiar,Pública,243.92
Mateo Valentin Gomez,Escobar,0,Trabajo,Pública,239.25
Mateo Valentin Gomez,Escobar,0,Crédito educativo,Pública,316.61
Simon Olivera,Castro,1,Apoyo familiar,Privada,692.66
Simon Olivera,Castro,1,Beca,Privada,524.86
Santino,Muñoz,0,Apoyo familiar,Pública,334.72
Jaqueline Cabán,Figueroa,0,Apoyo familiar,Pública,354.04
Elvira Zambrano,Pinto,0,Trabajo,Pública,173.44
Elvira Zambrano,Pinto,0,Apoyo familiar,Pública,392.12
Sr(a). Olivia,Vásquez,0,Apoyo familiar,Privada,547.91
Araceli,Gurule,0,Trabajo,Pública,246.89
Angelina Gonzalez,Castillo,0,Otro,Pública,256.56
Angelina Gonzalez,Castillo,0,Apoyo familiar,Pública,344.53
Florentina Camino,Morales,0,Apoyo familiar,Pública,294.66
Ariadna Rincón,Rosado,0,Crédito educativo,Pública,291.54
Ariadna Rincón,Rosado,0,Apoyo familiar,Pública,372.86
Mia Benjamin Valdez,Ferreyra,0,Crédito educativo,Pública,311.38
Abigail Angel Gabriel Barrios,Figueroa,0,Apoyo familiar,Pública,238.73
Amanda Trinidad,Leyva,0,Apoyo familiar,Pública,319.73
Alicia,Vásquez,0,Crédito educativo,Pública,400.65
Alicia,Vásquez,0,Otro,Pública,202.72
Camila Lopez,Soto,1,Apoyo familiar,Privada,668.39
Camila Lopez,Soto,1,Beca,Privada,578.03
Benjamin Diaz,Alvarez,0,Apoyo familiar,Pública,408.25
Lara Ivan Fernandez,Garcia,0,Crédito educativo,Pública,241.61
Lara Ivan Fernandez,Garcia,0,Otro,Pública,204.12
Florencia Juan Martin Sosa,Gomez,0,Trabajo,Pública,278.4
Florencia Juan Martin Sosa,Gomez,0,Apoyo familiar,Pública,298.25
Olga Lida Acosta,Londoño,0,Trabajo,Pública,215.47
Olga Lida Acosta,Londoño,0,Apoyo familiar,Pública,286.76
Matilda Correa,Cabrera,0,Apoyo familiar,Pública,320.09
Catalina,Gutierrez,0,Crédito educativo,Pública,295.97
Lara Luz Milagros,Soria,0,Apoyo familiar,Pública,300.9
Joaquín Isaías Bernad,Tejedor,0,Apoyo familiar,Privada,563.72
Amelia Duque,Suárez,0,Apoyo familiar,Pública,478.65
Lic. Gustavo,Varela,0,Otro,Pública,485.45
Lic. Gustavo,Varela,0,Apoyo familiar,Pública,367.29
Angélica de,Vilanova,1,Apoyo familiar,Privada,531.19
Angélica de,Vilanova,1,Beca,Privada,520.16
Imelda,Rey,0,Apoyo familiar,Pública,355.91
Nadia Isern,Padilla,0,Apoyo familiar,Pública,403.46
Kelly María,Mena,0,Apoyo familiar,Pública,385.77
Maia Valentina Jazmin,Gonzalez,0,Apoyo familiar,Pública,279.36
Josefina Lisandro Navarro,Acosta,0,Apoyo familiar,Pública,411.88
Jader Freddy,Díaz,0,Trabajo,Pública,294.36
Jader Freddy,Díaz,0,Apoyo familiar,Pública,317.01
Salma Huerta,Caraballo,0,Crédito educativo,Pública,302.28
Sr(a). Benjamin,Gomez,0,Trabajo,Pública,284.17
Sr(a). Benjamin,Gomez,0,Crédito educativo,Pública,287.44
Sr(a). Benjamin,Gomez,0,Apoyo familiar,Pública,476.14
María Luisa,Palacios,0,Crédito educativo,Pública,441.83
Ana Paula Martin Sosa,Peralta,0,Apoyo familiar,Pública,302.96
Catalina Valentino Lopez,Maldonado,0,Crédito educativo,Pública,217.14
Enrique Rosales,Colunga,0,Crédito educativo,Pública,318.23
Socorro,Tijerina,0,Trabajo,Pública,286.08
Hermelinda Rivas,Cordero,0,Apoyo familiar,Pública,335.33
Benjamin,Lopez,0,Apoyo familiar,Pública,453.15
Mercedes,Rodríguez,1,Apoyo familiar,Privada,359.65
Mercedes,Rodríguez,1,Beca,Privada,525.7
Marisol Herrera,Fortuny,0,Apoyo familiar,Pública,237.76
Andrés Rodríguez,Méndez,1,Apoyo familiar,Privada,301.0
Andrés Rodríguez,Méndez,1,Beca,Privada,419.05
Juan Francisco,Ponce,0,Apoyo familiar,Pública,368.62
Olga,Reyes,0,Trabajo,Pública,222.52
Thiago Agustin Bruno,Flores,0,Apoyo familiar,Pública,435.09
Marcela Camila,Campo,0,Trabajo,Pública,230.64
Marcela Camila,Campo,0,Apoyo familiar,Pública,347.57
María Ángeles Oliver,Sanabria,0,Apoyo familiar,Pública,352.67
Mateo Ojeda,Herrera,0,Crédito educativo,Pública,184.82
Mateo Ojeda,Herrera,0,Apoyo familiar,Pública,367.9
Bianca Salvador,Castillo,0,Apoyo familiar,Pública,304.37
Lautaro Nicolas Lisandro,Alvarez,0,Trabajo,Pública,225.34
Lautaro Nicolas Lisandro,Alvarez,0,Apoyo familiar,Pública,459.22
Violeta Juan Farias,Rios,0,Apoyo familiar,Pública,262.71
Nelly Patricia,Ramírez,1,Trabajo,Privada,290.66
Nelly Patricia,Ramírez,1,Apoyo familiar,Privada,463.56
Nelly Patricia,Ramírez,1,Beca,Privada,357.95
Geronimo Leiva,Aguirre,0,Trabajo,Pública,277.14
Porfirio Amanda,Almanza,0,Trabajo,Pública,198.06
Porfirio Amanda,Almanza,0,Apoyo familiar,Pública,360.11
Javier,Sánchez,0,Apoyo familiar,Pública,362.17
Florentino Ros,Carbonell,0,Apoyo familiar,Pública,307.77
Ramiro Garrido,Ruiz,0,Apoyo familiar,Pública,374.3
Stiven Hugo,Fuentes,0,Trabajo,Pública,199.61
Graciela Arboleda,Agudelo,0,Trabajo,Pública,194.15
Isidoro Sebastián,Cantero,0,Trabajo,Pública,254.98
María Jesús Ricarda Cal,Arnaiz,1,Crédito educativo,Privada,200.41
María Jesús Ricarda Cal,Arnaiz,1,Beca,Privada,237.55
Maxi Carranza,Fuertes,0,Trabajo,Pública,276.64
Maxi Carranza,Fuertes,0,Apoyo familiar,Pública,385.01
Juliana Toro,Castellanos,0,Crédito educativo,Pública,332.84
Felipe Torres,Maldonado,0,Apoyo familiar,Pública,389.78
Isidoro,Ricart,0,Apoyo familiar,Pública,333.36
Silvestre del,Noguera,0,Apoyo familiar,Pública,342.71
María Arias,Tovar,0,Apoyo familiar,Pública,378.11
Ana Leonor Salazar,Torres,0,Apoyo familiar,Pública,356.68
Bastian,Mendoza,0,Otro,Pública,482.34
Bastian,Mendoza,0,Apoyo familiar,Pública,432.86
Inés,Fuentes,0,Apoyo familiar,Pública,211.99
Fortunato Miranda,Querol,0,Trabajo,Pública,179.97
Fortunato Miranda,Querol,0,Crédito educativo,Pública,300.86
Fortunato Miranda,Querol,0,Apoyo familiar,Pública,385.52
Anel,Orozco,1,Apoyo familiar,Privada,583.24
Anel,Orozco,1,Beca,Privada,483.62
Vito Barco,Vizcaíno,0,Apoyo familiar,Privada,513.06
Diego Duarte,Cortés,1,Apoyo familiar,Privada,694.47
Diego Duarte,Cortés,1,Beca,Privada,302.45
Wilmar José,Castro,0,Trabajo,Pública,200.61
Wilmar José,Castro,0,Crédito educativo,Pública,332.09
Marisela,Flórez,0,Trabajo,Pública,198.15
Marisela,Flórez,0,Apoyo familiar,Pública,403.31
Tomas Benjamin Sofia Belen Ruiz,Diaz,0,Apoyo familiar,Pública,359.0
María Claudia,Bonilla,0,Otro,Pública,248.41
Ing. Gloria,Gallardo,1,Otro,Privada,231.6
Ing. Gloria,Gallardo,1,Apoyo familiar,Privada,374.05
Ing. Gloria,Gallardo,1,Beca,Privada,458.5
Mamen,Miguel,0,Trabajo,Pública,173.64
María Naranjo,Montoya,0,Apoyo familiar,Pública,258.8
Marta Lucía Salazar,Mora,1,Trabajo,Privada,221.76
Marta Lucía Salazar,Mora,1,Beca,Privada,510.67
Dora Vera,Pablo,0,Apoyo familiar,Pública,504.01
Reyes Casanovas,Sanchez,0,Apoyo familiar,Pública,445.8
Lorena,Riascos,0,Crédito educativo,Pública,160.16
Lorena,Riascos,0,Apoyo familiar,Pública,426.86
Helena Gloria Vega,Cintrón,0,Apoyo familiar,Privada,1102.05
Sr(a). Santino,Gutierrez,0,Apoyo familiar,Pública,350.62
María Elena Berta Contreras,Pizarro,0,Apoyo familiar,Pública,260.07
Catalina Flores,Fernandez,0,Apoyo familiar,Pública,422.42
Araceli,Negrón,0,Otro,Pública,389.43
Araceli,Negrón,0,Apoyo familiar,Pública,279.58
Dr(a). Luna,Nuñez,0,Trabajo,Pública,254.28
Luciano,Duarte,0,Apoyo familiar,Privada,741.57
Felipe Juan Ignacio,Vega,0,Apoyo familiar,Pública,372.56
Ing. Caridad,Galindo,0,Apoyo familiar,Privada,403.53
Martina,Fernandez,0,Otro,Privada,407.62
Karen Adriana,González,0,Apoyo familiar,Pública,329.71
Lina,González,0,Apoyo familiar,Privada,377.27
Jesús Mauricio,Mercado,0,Crédito educativo,Pública,292.07
Jesús Mauricio,Mercado,0,Otro,Pública,352.34
Jesús Mauricio,Mercado,0,Apoyo familiar,Pública,333.2
Lic. Amanda,Magaña,0,Trabajo,Pública,247.49
Lic. Amanda,Magaña,0,Otro,Pública,388.53
Lic. Amanda,Magaña,0,Apoyo familiar,Pública,273.3
Andrea Eliana Rodríguez,Vásquez,1,Trabajo,Privada,195.18
Andrea Eliana Rodríguez,Vásquez,1,Otro,Privada,202.99
Andrea Eliana Rodríguez,Vásquez,1,Beca,Privada,505.56
Horacio Teruel,Menendez,0,Trabajo,Pública,337.93
Horacio Teruel,Menendez,0,Apoyo familiar,Pública,377.3
Sofia Belen Agustin Muñoz,Juarez,0,Crédito educativo,Pública,320.3
Sofia Belen Agustin Muñoz,Juarez,0,Apoyo familiar,Pública,204.34
Lic. María del Carmen,Rangel,0,Apoyo familiar,Pública,339.51
Augusto Sofía Parra,Ontiveros,0,Apoyo familiar,Pública,333.94
Ivonne,Toledo,0,Otro,Pública,255.03
Ivonne,Toledo,0,Apoyo familiar,Pública,294.58
Paulina Lobato,Borrego,0,Trabajo,Pública,246.82
Paulina Lobato,Borrego,0,Apoyo familiar,Pública,444.92
Reina Mares,Valentín,1,Apoyo familiar,Privada,446.05
Reina Mares,Valentín,1,Beca,Privada,375.46
Anselma de,Baena,0,Trabajo,Pública,252.9
Nadia,Almaraz,0,Crédito educativo,Pública,283.46
Carolina de,Llopis,0,Crédito educativo,Pública,356.44
Ricardo María,Bravo,0,Apoyo familiar,Pública,385.29
William Rincón,Saavedra,0,Apoyo familiar,Privada,918.06
Juan Rodríguez,Silva,0,Trabajo,Privada,259.58
Juan Rodríguez,Silva,0,Otro,Privada,222.23
Juan Rodríguez,Silva,0,Apoyo familiar,Privada,678.25
Catalina Giovanni Rojas,Garcia,0,Trabajo,Pública,225.4
Catalina Giovanni Rojas,Garcia,0,Otro,Pública,266.03
Augusto Cristian Maldonado,Pantoja,0,Trabajo,Pública,280.99
Augusto Cristian Maldonado,Pantoja,0,Apoyo familiar,Pública,266.58
Sessa Melgar,Durán,0,Apoyo familiar,Pública,250.93
Eustaquio Porta,Cabeza,0,Apoyo familiar,Pública,337.56
Adriana Valencia,Rivera,0,Crédito educativo,Pública,262.94
Adriana Valencia,Rivera,0,Apoyo familiar,Pública,474.8
Cosme Heras,Guzmán,0,Crédito educativo,Pública,283.03
Dr(a). Santino Agustin,Perez,0,Apoyo familiar,Pública,441.37
Jaime Andrés Gómez,Barrera,0,Apoyo familiar,Pública,432.81
Leonel,Cadenas-Hoz,0,Otro,Pública,201.59
Leonel,Cadenas-Hoz,0,Apoyo familiar,Pública,505.39
Raquel Lorenzo Ramírez,Botello,0,Apoyo familiar,Pública,393.02
José Luis Paola de la,Garza,0,Crédito educativo,Pública,340.1
José Luis Paola de la,Garza,0,Apoyo familiar,Pública,299.12
Lic. Pilar,Razo,0,Otro,Pública,429.95
Santos Sobrino,Mancebo,1,Trabajo,Privada,319.83
Santos Sobrino,Mancebo,1,Apoyo familiar,Privada,532.34
Santos Sobrino,Mancebo,1,Beca,Privada,503.04
Ana María Rosario,Laboy,0,Apoyo familiar,Pública,397.14
Jhan Benítez,Rojas,0,Apoyo familiar,Pública,391.21
Ana,Lozano,0,Trabajo,Pública,206.95
Ana,Lozano,0,Otro,Pública,250.96
Arsenio Hector Casado,Chaves,0,Trabajo,Privada,284.9
Alberto Mora,Meneses,0,Apoyo familiar,Pública,361.71
Evelio,Toro,0,Otro,Pública,424.99
Vanessa Cecilia Rojas,Bustos,0,Apoyo familiar,Pública,371.14
Tania,Hernández,0,Crédito educativo,Privada,318.68
Tania,Hernández,0,Otro,Privada,466.74
Juanita Adela Agustí,Durán,1,Apoyo familiar,Privada,596.11
Juanita Adela Agustí,Durán,1,Beca,Privada,535.91
Dr(a). Paulina,Rojas,0,Otro,Pública,342.18
Dr(a). Paulina,Rojas,0,Apoyo familiar,Pública,281.45
Ale del,Casal,0,Apoyo familiar,Pública,418.35
Arley Mosquera,Díaz,0,Apoyo familiar,Pública,306.48
Jerónimo Pellicer,Ferrando,0,Trabajo,Pública,199.6
Delfina Gonzalez,Garcia,0,Trabajo,Pública,212.1
Delfina Gonzalez,Garcia,0,Otro,Pública,327.46
Delfina Gonzalez,Garcia,0,Apoyo familiar,Pública,379.57
María Viviana Suárez,Becerra,0,Apoyo familiar,Pública,413.92
Jos,Arce,0,Trabajo,Pública,204.61
Jos,Arce,0,Apoyo familiar,Pública,458.34
Joaquín Guillermo Rojas,Ramírez,0,Apoyo familiar,Pública,395.21
Tiziana Ortiz,Aguirre,0,Trabajo,Privada,301.53
Tiziana Ortiz,Aguirre,0,Apoyo familiar,Privada,426.53
Ing. Raúl del,Río,0,Apoyo familiar,Pública,417.24
Belen,Bas-Castejón,0,Trabajo,Pública,195.4
Belen,Bas-Castejón,0,Apoyo familiar,Pública,413.97
Carmenza Dora Castro,Miranda,0,Apoyo familiar,Pública,362.55
María Luisa del,Santiago,0,Trabajo,Pública,277.66
María Luisa del,Santiago,0,Crédito educativo,Pública,229.46
María Luisa del,Santiago,0,Apoyo familiar,Pública,315.23
Miguela Azorin,Moraleda,0,Apoyo familiar,Pública,393.18
Victoria,Peralta,0,Otro,Pública,265.61
Guadalupe,Coronel,0,Apoyo familiar,Privada,358.86
Germán Peres,Tejada,0,Trabajo,Privada,280.89
Germán Peres,Tejada,0,Apoyo familiar,Privada,595.55
Benjamin Santiago Rodriguez,Silva,0,Apoyo familiar,Pública,388.18
Onofre del,Benavente,0,Apoyo familiar,Pública,401.34
Daniel Isaac,Márquez,0,Apoyo familiar,Pública,404.35
Alberto Tena,Rosales,1,Apoyo familiar,Privada,403.25
Alberto Tena,Rosales,1,Beca,Privada,548.5
Rosalva,Múñiz-Ibáñez,1,Apoyo familiar,Privada,525.95
Rosalva,Múñiz-Ibáñez,1,Beca,Privada,257.69
Mario Griego,Molina,0,Trabajo,Pública,188.23
Mario Griego,Molina,0,Apoyo familiar,Pública,432.53
Loreto Guzmán,Beltran,0,Trabajo,Privada,283.54
Loreto Guzmán,Beltran,0,Crédito educativo,Privada,282.46
Lucía Silva,Rodriguez,0,Apoyo familiar,Pública,319.94
Gonzalo Millán,Bas,0,Apoyo familiar,Pública,396.76
Margarita Baca,Madera,0,Otro,Pública,228.48
Margarita Baca,Madera,0,Crédito educativo,Pública,307.52
Santino Rodriguez,Rodriguez,1,Apoyo familiar,Privada,572.18
Santino Rodriguez,Rodriguez,1,Beca,Privada,540.53
Catalina,Cardozo,0,Apoyo familiar,Pública,344.0
Ing. Adalberto,Rendón,1,Apoyo familiar,Privada,441.5
Ing. Adalberto,Rendón,1,Beca,Privada,551.38
Violeta,Lucero,0,Apoyo familiar,Privada,801.24
Modesta Amo,Santiago,0,Apoyo familiar,Pública,433.64
Luz María Forero,Vega,0,Trabajo,Pública,184.39
Luz María Forero,Vega,0,Apoyo familiar,Pública,399.43
Dr. Teodoro,Saucedo,0,Trabajo,Pública,316.45
Dr. Teodoro,Saucedo,0,Crédito educativo,Pública,323.21
Camilo Nelson,Marín,0,Apoyo familiar,Pública,433.98
Alvaro Ana María,Cavazos,0,Apoyo familiar,Pública,498.6
Alfonso Arango,Mosquera,0,Trabajo,Pública,301.19
Alfonso Arango,Mosquera,0,Apoyo familiar,Pública,374.96
Mariano Horacio,Zavala,0,Apoyo familiar,Pública,424.13
Manuel,Rodríguez,0,Crédito educativo,Pública,308.69
Eva Sarabia,Valdivia,0,Apoyo familiar,Pública,352.91
