nombre,apellido,ciudad,becado,tipo_universidad,categoria_gasto,gasto_categoria
Dr(a). Paulina,Rojas, Sucre,0,Pública,Vivienda,193.06
Dr(a). Paulina,Rojas, Sucre,0,Pública,Alimentación,106.88
Dr(a). Paulina,Rojas, Sucre,0,Pública,Transporte,51.16
Dr(a). Paulina,Rojas, Sucre,0,Pública,Educación,88.62
Dr(a). Paulina,Rojas, Sucre,0,Pública,Ocio y personales,39.6
Dr(a). Paulina,Rojas, Sucre,0,Pública,Otros,19.58
Ale del,Casal,Macas,0,Pública,Vivienda,69.98
Ale del,Casal,Macas,0,Pública,Alimentación,81.51
Ale del,Casal,Macas,0,Pública,Transporte,85.18
Ale del,Casal,Macas,0,Pública,Educación,22.01
Ale del,Casal,Macas,0,Pública,Ocio y personales,52.52
Ale del,Casal,Macas,0,Pública,Otros,23.48
Arley Mosquera,Díaz,Quinsaloma,0,Pública,Vivienda,48.05
Arley Mosquera,Díaz,Quinsaloma,0,Pública,Alimentación,56.31
Arley Mosquera,Díaz,Quinsaloma,0,Pública,Transporte,53.58
Arley Mosquera,Díaz,Quinsaloma,0,Pública,Educación,36.81
Arley Mosquera,Díaz,Quinsaloma,0,Pública,Ocio y personales,23.15
Arley Mosquera,Díaz,Quinsaloma,0,Pública,Otros,27.28
Jerónimo Pellicer,Ferrando,Cayambe,0,Pública,Vivienda,42.81
Jerónimo Pellicer,Ferrando,Cayambe,0,Pública,Alimentación,40.13
Jerónimo Pellicer,Ferrando,Cayambe,0,Pública,Transporte,32.19
Jerónimo Pellicer,Ferrando,Cayambe,0,Pública,Educación,10.59
Jerónimo Pellicer,Ferrando,Cayambe,0,Pública,Ocio y personales,14.69
Jerónimo Pellicer,Ferrando,Cayambe,0,Pública,Otros,19.27
Delfina Gonzalez,Garcia, Portoviejo,0,Pública,Vivienda,278.09
Delfina Gonzalez,Garcia, Portoviejo,0,Pública,Alimentación,182.53
Delfina Gonzalez,Garcia, Portoviejo,0,Pública,Transporte,94.96
Delfina Gonzalez,Garcia, Portoviejo,0,Pública,Educación,79.65
Delfina Gonzalez,Garcia, Portoviejo,0,Pública,Ocio y personales,54.75
Delfina Gonzalez,Garcia, Portoviejo,0,Pública,Otros,45.32
María Viviana Suárez,Becerra, Biblián,0,Pública,Vivienda,84.9
María Viviana Suárez,Becerra, Biblián,0,Pública,Alimentación,88.68
María Viviana Suárez,Becerra, Biblián,0,Pública,Transporte,69.35
María Viviana Suárez,Becerra, Biblián,0,Pública,Educación,42.62
María Viviana Suárez,Becerra, Biblián,0,Pública,Ocio y personales,18.05
María Viviana Suárez,Becerra, Biblián,0,Pública,Otros,27.54
Jos,Arce,Salitre,0,Pública,Vivienda,146.83
Jos,Arce,Salitre,0,Pública,Alimentación,123.54
Jos,Arce,Salitre,0,Pública,Transporte,42.89
Jos,Arce,Salitre,0,Pública,Educación,60.55
Jos,Arce,Salitre,0,Pública,Ocio y personales,104.42
Jos,Arce,Salitre,0,Pública,Otros,52.13
Joaquín Guillermo Rojas,Ramírez, Chone,0,Pública,Vivienda,81.58
Joaquín Guillermo Rojas,Ramírez, Chone,0,Pública,Alimentación,98.77
Joaquín Guillermo Rojas,Ramírez, Chone,0,Pública,Transporte,32.52
Joaquín Guillermo Rojas,Ramírez, Chone,0,Pública,Educación,32.76
Joaquín Guillermo Rojas,Ramírez, Chone,0,Pública,Ocio y personales,30.56
Joaquín Guillermo Rojas,Ramírez, Chone,0,Pública,Otros,39.98
Tiziana Ortiz,Aguirre, Palenque,0,Privada,Vivienda,141.74
Tiziana Ortiz,Aguirre, Palenque,0,Privada,Alimentación,114.84
Tiziana Ortiz,Aguirre, Palenque,0,Privada,Transporte,131.74
Tiziana Ortiz,Aguirre, Palenque,0,Privada,Educación,70.19
Tiziana Ortiz,Aguirre, Palenque,0,Privada,Ocio y personales,42.45
Tiziana Ortiz,Aguirre, Palenque,0,Privada,Otros,81.49
Ing. Raúl del,Río, Huaquillas,0,Pública,Vivienda,95.34
Ing. Raúl del,Río, Huaquillas,0,Pública,Alimentación,81.1
Ing. Raúl del,Río, Huaquillas,0,Pública,Transporte,64.05
Ing. Raúl del,Río, Huaquillas,0,Pública,Educación,19.07
Ing. Raúl del,Río, Huaquillas,0,Pública,Ocio y personales,50.03
Ing. Raúl del,Río, Huaquillas,0,Pública,Otros,24.2
Belen,Bas-Castejón, Macará,0,Pública,Vivienda,122.66
Belen,Bas-Castejón, Macará,0,Pública,Alimentación,124.33
Belen,Bas-Castejón, Macará,0,Pública,Transporte,78.75
Belen,Bas-Castejón, Macará,0,Pública,Educación,78.87
Belen,Bas-Castejón, Macará,0,Pública,Ocio y personales,72.02
Belen,Bas-Castejón, Macará,0,Pública,Otros,10.87
Carmenza Dora Castro,Miranda, Huaca,0,Pública,Vivienda,69.42
Carmenza Dora Castro,Miranda, Huaca,0,Pública,Alimentación,57.63
Carmenza Dora Castro,Miranda, Huaca,0,Pública,Transporte,57.86
Carmenza Dora Castro,Miranda, Huaca,0,Pública,Educación,50.92
Carmenza Dora Castro,Miranda, Huaca,0,Pública,Ocio y personales,20.34
Carmenza Dora Castro,Miranda, Huaca,0,Pública,Otros,33.87
María Luisa del,Santiago, Machala,0,Pública,Vivienda,233.34
María Luisa del,Santiago, Machala,0,Pública,Alimentación,110.59
María Luisa del,Santiago, Machala,0,Pública,Transporte,109.33
María Luisa del,Santiago, Machala,0,Pública,Educación,57.47
María Luisa del,Santiago, Machala,0,Pública,Ocio y personales,81.63
María Luisa del,Santiago, Machala,0,Pública,Otros,65.52
Miguela Azorin,Moraleda, Santa Lucía,0,Pública,Vivienda,83.08
Miguela Azorin,Moraleda, Santa Lucía,0,Pública,Alimentación,86.75
Miguela Azorin,Moraleda, Santa Lucía,0,Pública,Transporte,44.11
Miguela Azorin,Moraleda, Santa Lucía,0,Pública,Educación,27.26
Miguela Azorin,Moraleda, Santa Lucía,0,Pública,Ocio y personales,45.77
Miguela Azorin,Moraleda, Santa Lucía,0,Pública,Otros,27.57
Victoria,Peralta, El Coca,0,Pública,Vivienda,37.74
Victoria,Peralta, El Coca,0,Pública,Alimentación,62.24
Victoria,Peralta, El Coca,0,Pública,Transporte,35.64
Victoria,Peralta, El Coca,0,Pública,Educación,33.46
Victoria,Peralta, El Coca,0,Pública,Ocio y personales,29.0
Victoria,Peralta, El Coca,0,Pública,Otros,14.41
Guadalupe,Coronel,Ibarra,0,Privada,Vivienda,82.49
Guadalupe,Coronel,Ibarra,0,Privada,Alimentación,50.67
Guadalupe,Coronel,Ibarra,0,Privada,Transporte,47.37
Guadalupe,Coronel,Ibarra,0,Privada,Educación,21.76
Guadalupe,Coronel,Ibarra,0,Privada,Ocio y personales,59.83
Guadalupe,Coronel,Ibarra,0,Privada,Otros,24.97
Germán Peres,Tejada, San Miguel de Salcedo,0,Privada,Vivienda,186.6
Germán Peres,Tejada, San Miguel de Salcedo,0,Privada,Alimentación,118.82
Germán Peres,Tejada, San Miguel de Salcedo,0,Privada,Transporte,66.2
Germán Peres,Tejada, San Miguel de Salcedo,0,Privada,Educación,91.43
Germán Peres,Tejada, San Miguel de Salcedo,0,Privada,Ocio y personales,157.5
Germán Peres,Tejada, San Miguel de Salcedo,0,Privada,Otros,80.6
Benjamin Santiago Rodriguez,Silva,Saraguro,0,Pública,Vivienda,72.71
Benjamin Santiago Rodriguez,Silva,Saraguro,0,Pública,Alimentación,101.55
Benjamin Santiago Rodriguez,Silva,Saraguro,0,Pública,Transporte,47.72
Benjamin Santiago Rodriguez,Silva,Saraguro,0,Pública,Educación,27.27
Benjamin Santiago Rodriguez,Silva,Saraguro,0,Pública,Ocio y personales,25.33
Benjamin Santiago Rodriguez,Silva,Saraguro,0,Pública,Otros,35.96
Onofre del,Benavente, Tosagua,0,Pública,Vivienda,96.14
Onofre del,Benavente, Tosagua,0,Pública,Alimentación,68.43
Onofre del,Benavente, Tosagua,0,Pública,Transporte,49.24
Onofre del,Benavente, Tosagua,0,Pública,Educación,34.77
Onofre del,Benavente, Tosagua,0,Pública,Ocio y personales,55.35
Onofre del,Benavente, Tosagua,0,Pública,Otros,17.14
Daniel Isaac,Márquez, Guano,0,Pública,Vivienda,93.2
Daniel Isaac,Márquez, Guano,0,Pública,Alimentación,77.21
Daniel Isaac,Márquez, Guano,0,Pública,Transporte,51.7
Daniel Isaac,Márquez, Guano,0,Pública,Educación,21.92
Daniel Isaac,Márquez, Guano,0,Pública,Ocio y personales,67.6
Daniel Isaac,Márquez, Guano,0,Pública,Otros,11.85
Alberto Tena,Rosales,Cayambe,1,Privada,Vivienda,288.14
Alberto Tena,Rosales,Cayambe,1,Privada,Alimentación,206.66
Alberto Tena,Rosales,Cayambe,1,Privada,Transporte,73.04
Alberto Tena,Rosales,Cayambe,1,Privada,Educación,60.26
Alberto Tena,Rosales,Cayambe,1,Privada,Ocio y personales,59.06
Alberto Tena,Rosales,Cayambe,1,Privada,Otros,74.24
Rosalva,Múñiz-Ibáñez, Narcisa de Jesús,1,Privada,Vivienda,196.67
Rosalva,Múñiz-Ibáñez, Narcisa de Jesús,1,Privada,Alimentación,242.08
Rosalva,Múñiz-Ibáñez, Narcisa de Jesús,1,Privada,Transporte,83.35
Rosalva,Múñiz-Ibáñez, Narcisa de Jesús,1,Privada,Educación,22.12
Rosalva,Múñiz-Ibáñez, Narcisa de Jesús,1,Privada,Ocio y personales,37.81
Rosalva,Múñiz-Ibáñez, Narcisa de Jesús,1,Privada,Otros,44.88
Mario Griego,Molina,Catarama,0,Pública,Vivienda,138.53
Mario Griego,Molina,Catarama,0,Pública,Alimentación,145.4
Mario Griego,Molina,Catarama,0,Pública,Transporte,78.87
Mario Griego,Molina,Catarama,0,Pública,Educación,31.4
Mario Griego,Molina,Catarama,0,Pública,Ocio y personales,49.58
Mario Griego,Molina,Catarama,0,Pública,Otros,52.83
Loreto Guzmán,Beltran, Guayaquil,0,Privada,Vivienda,146.97
Loreto Guzmán,Beltran, Guayaquil,0,Privada,Alimentación,136.12
Loreto Guzmán,Beltran, Guayaquil,0,Privada,Transporte,41.24
Loreto Guzmán,Beltran, Guayaquil,0,Privada,Educación,30.21
Loreto Guzmán,Beltran, Guayaquil,0,Privada,Ocio y personales,80.55
Loreto Guzmán,Beltran, Guayaquil,0,Privada,Otros,17.71
Lucía Silva,Rodriguez, Bahía de Caráquez,0,Pública,Vivienda,98.29
Lucía Silva,Rodriguez, Bahía de Caráquez,0,Pública,Alimentación,47.47
Lucía Silva,Rodriguez, Bahía de Caráquez,0,Pública,Transporte,42.45
Lucía Silva,Rodriguez, Bahía de Caráquez,0,Pública,Educación,21.93
Lucía Silva,Rodriguez, Bahía de Caráquez,0,Pública,Ocio y personales,22.7
Lucía Silva,Rodriguez, Bahía de Caráquez,0,Pública,Otros,23.11
Gonzalo Millán,Bas, Balao,0,Pública,Vivienda,130.55
Gonzalo Millán,Bas, Balao,0,Pública,Alimentación,69.35
Gonzalo Millán,Bas, Balao,0,Pública,Transporte,22.47
Gonzalo Millán,Bas, Balao,0,Pública,Educación,30.58
Gonzalo Millán,Bas, Balao,0,Pública,Ocio y personales,27.27
Gonzalo Millán,Bas, Balao,0,Pública,Otros,37.19
Margarita Baca,Madera, Samborondón,0,Pública,Vivienda,122.09
Margarita Baca,Madera, Samborondón,0,Pública,Alimentación,95.35
Margarita Baca,Madera, Samborondón,0,Pública,Transporte,59.29
Margarita Baca,Madera, Samborondón,0,Pública,Educación,68.99
Margarita Baca,Madera, Samborondón,0,Pública,Ocio y personales,62.65
Margarita Baca,Madera, Samborondón,0,Pública,Otros,20.43
Santino Rodriguez,Rodriguez, Naranjito,1,Privada,Vivienda,191.52
Santino Rodriguez,Rodriguez, Naranjito,1,Privada,Alimentación,319.29
Santino Rodriguez,Rodriguez, Naranjito,1,Privada,Transporte,102.59
Santino Rodriguez,Rodriguez, Naranjito,1,Privada,Educación,135.18
Santino Rodriguez,Rodriguez, Naranjito,1,Privada,Ocio y personales,96.53
Santino Rodriguez,Rodriguez, Naranjito,1,Privada,Otros,45.06
Catalina,Cardozo, Junín,0,Pública,Vivienda,66.01
Catalina,Cardozo, Junín,0,Pública,Alimentación,63.34
Catalina,Cardozo, Junín,0,Pública,Transporte,17.35
Catalina,Cardozo, Junín,0,Pública,Educación,18.1
Catalina,Cardozo, Junín,0,Pública,Ocio y personales,59.59
Catalina,Cardozo, Junín,0,Pública,Otros,50.81
Ing. Adalberto,Rendón,Quinsaloma,1,Privada,Vivienda,204.73
Ing. Adalberto,Rendón,Quinsaloma,1,Privada,Alimentación,236.92
Ing. Adalberto,Rendón,Quinsaloma,1,Privada,Transporte,135.66
Ing. Adalberto,Rendón,Quinsaloma,1,Privada,Educación,45.54
Ing. Adalberto,Rendón,Quinsaloma,1,Privada,Ocio y personales,120.61
Ing. Adalberto,Rendón,Quinsaloma,1,Privada,Otros,50.84
Violeta,Lucero, Guayaquil,0,Privada,Vivienda,176.66
Violeta,Lucero, Guayaquil,0,Privada,Alimentación,180.77
Violeta,Lucero, Guayaquil,0,Privada,Transporte,76.57
Violeta,Lucero, Guayaquil,0,Privada,Educación,48.61
Violeta,Lucero, Guayaquil,0,Privada,Ocio y personales,83.36
Violeta,Lucero, Guayaquil,0,Privada,Otros,75.02
Modesta Amo,Santiago, Balzar,0,Pública,Vivienda,93.89
Modesta Amo,Santiago, Balzar,0,Pública,Alimentación,64.41
Modesta Amo,Santiago, Balzar,0,Pública,Transporte,58.39
Modesta Amo,Santiago, Balzar,0,Pública,Educación,31.24
Modesta Amo,Santiago, Balzar,0,Pública,Ocio y personales,54.43
Modesta Amo,Santiago, Balzar,0,Pública,Otros,44.55
Luz María Forero,Vega, La Troncal,0,Pública,Vivienda,122.23
Luz María Forero,Vega, La Troncal,0,Pública,Alimentación,127.52
Luz María Forero,Vega, La Troncal,0,Pública,Transporte,83.89
Luz María Forero,Vega, La Troncal,0,Pública,Educación,34.15
Luz María Forero,Vega, La Troncal,0,Pública,Ocio y personales,69.98
Luz María Forero,Vega, La Troncal,0,Pública,Otros,29.29
Dr. Teodoro,Saucedo, Urcuquí,0,Pública,Vivienda,157.16
Dr. Teodoro,Saucedo, Urcuquí,0,Pública,Alimentación,109.22
Dr. Teodoro,Saucedo, Urcuquí,0,Pública,Transporte,37.83
Dr. Teodoro,Saucedo, Urcuquí,0,Pública,Educación,92.22
Dr. Teodoro,Saucedo, Urcuquí,0,Pública,Ocio y personales,66.97
Dr. Teodoro,Saucedo, Urcuquí,0,Pública,Otros,48.33
Camilo Nelson,Marín,Otavalo,0,Pública,Vivienda,113.02
Camilo Nelson,Marín,Otavalo,0,Pública,Alimentación,126.28
Camilo Nelson,Marín,Otavalo,0,Pública,Transporte,16.95
Camilo Nelson,Marín,Otavalo,0,Pública,Educación,33.28
Camilo Nelson,Marín,Otavalo,0,Pública,Ocio y personales,41.48
Camilo Nelson,Marín,Otavalo,0,Pública,Otros,16.17
Alvaro Ana María,Cavazos,Ventanas,0,Pública,Vivienda,112.86
Alvaro Ana María,Cavazos,Ventanas,0,Pública,Alimentación,121.26
Alvaro Ana María,Cavazos,Ventanas,0,Pública,Transporte,50.09
Alvaro Ana María,Cavazos,Ventanas,0,Pública,Educación,19.98
Alvaro Ana María,Cavazos,Ventanas,0,Pública,Ocio y personales,60.22
Alvaro Ana María,Cavazos,Ventanas,0,Pública,Otros,34.47
Alfonso Arango,Mosquera, Vinces,0,Pública,Vivienda,224.49
Alfonso Arango,Mosquera, Vinces,0,Pública,Alimentación,99.43
Alfonso Arango,Mosquera, Vinces,0,Pública,Transporte,91.12
Alfonso Arango,Mosquera, Vinces,0,Pública,Educación,27.19
Alfonso Arango,Mosquera, Vinces,0,Pública,Ocio y personales,57.56
Alfonso Arango,Mosquera, Vinces,0,Pública,Otros,41.13
Mariano Horacio,Zavala, Pedro Vicente Maldonado,0,Pública,Vivienda,69.41
Mariano Horacio,Zavala, Pedro Vicente Maldonado,0,Pública,Alimentación,116.24
Mariano Horacio,Zavala, Pedro Vicente Maldonado,0,Pública,Transporte,67.87
Mariano Horacio,Zavala, Pedro Vicente Maldonado,0,Pública,Educación,41.58
Mariano Horacio,Zavala, Pedro Vicente Maldonado,0,Pública,Ocio y personales,25.15
Mariano Horacio,Zavala, Pedro Vicente Maldonado,0,Pública,Otros,19.05
Manuel,Rodríguez,Saquisilí,0,Pública,Vivienda,85.2
Manuel,Rodríguez,Saquisilí,0,Pública,Alimentación,56.1
Manuel,Rodríguez,Saquisilí,0,Pública,Transporte,31.0
Manuel,Rodríguez,Saquisilí,0,Pública,Educación,36.64
Manuel,Rodríguez,Saquisilí,0,Pública,Ocio y personales,28.1
Manuel,Rodríguez,Saquisilí,0,Pública,Otros,9.91
Eva Sarabia,Valdivia, Santa Lucía,0,Pública,Vivienda,105.94
Eva Sarabia,Valdivia, Santa Lucía,0,Pública,Alimentación,50.31
Eva Sarabia,Valdivia, Santa Lucía,0,Pública,Transporte,41.63
Eva Sarabia,Valdivia, Santa Lucía,0,Pública,Educación,30.89
Eva Sarabia,Valdivia, Santa Lucía,0,Pública,Ocio y personales,43.38
Eva Sarabia,Valdivia, Santa Lucía,0,Pública,Otros,10.18
Fabiola Ferrán,Fonseca, Buena Fe,0,Pública,Vivienda,47.9
Fabiola Ferrán,Fonseca, Buena Fe,0,Pública,Alimentación,37.75
Fabiola Ferrán,Fonseca, Buena Fe,0,Pública,Transporte,67.85
Fabiola Ferrán,Fonseca, Buena Fe,0,Pública,Educación,13.36
Fabiola Ferrán,Fonseca, Buena Fe,0,Pública,Ocio y personales,62.49
Fabiola Ferrán,Fonseca, Buena Fe,0,Pública,Otros,35.95
Jacinto Esparza,Rolón, Marcabelí,0,Pública,Vivienda,99.01
Jacinto Esparza,Rolón, Marcabelí,0,Pública,Alimentación,58.74
Jacinto Esparza,Rolón, Marcabelí,0,Pública,Transporte,63.1
Jacinto Esparza,Rolón, Marcabelí,0,Pública,Educación,32.21
Jacinto Esparza,Rolón, Marcabelí,0,Pública,Ocio y personales,78.64
Jacinto Esparza,Rolón, Marcabelí,0,Pública,Otros,36.44
Dr(a). Mia Jazmin,Ortiz, Flavio Alfaro,0,Pública,Vivienda,65.04
Dr(a). Mia Jazmin,Ortiz, Flavio Alfaro,0,Pública,Alimentación,51.01
Dr(a). Mia Jazmin,Ortiz, Flavio Alfaro,0,Pública,Transporte,40.78
Dr(a). Mia Jazmin,Ortiz, Flavio Alfaro,0,Pública,Educación,20.32
Dr(a). Mia Jazmin,Ortiz, Flavio Alfaro,0,Pública,Ocio y personales,50.65
Dr(a). Mia Jazmin,Ortiz, Flavio Alfaro,0,Pública,Otros,6.99
Camilo,Pérez, Colimes,0,Pública,Vivienda,224.66
Camilo,Pérez, Colimes,0,Pública,Alimentación,233.84
Camilo,Pérez, Colimes,0,Pública,Transporte,138.34
Camilo,Pérez, Colimes,0,Pública,Educación,166.34
Camilo,Pérez, Colimes,0,Pública,Ocio y personales,70.79
Camilo,Pérez, Colimes,0,Pública,Otros,12.22
Guillermina Ayala,Godoy, Archidona,1,Privada,Vivienda,264.59
Guillermina Ayala,Godoy, Archidona,1,Privada,Alimentación,184.88
Guillermina Ayala,Godoy, Archidona,1,Privada,Transporte,144.0
Guillermina Ayala,Godoy, Archidona,1,Privada,Educación,79.37
Guillermina Ayala,Godoy, Archidona,1,Privada,Ocio y personales,28.17
Guillermina Ayala,Godoy, Archidona,1,Privada,Otros,65.9
Sofía,Gallardo, La Troncal,0,Pública,Vivienda,91.39
Sofía,Gallardo, La Troncal,0,Pública,Alimentación,83.87
Sofía,Gallardo, La Troncal,0,Pública,Transporte,52.04
Sofía,Gallardo, La Troncal,0,Pública,Educación,20.49
Sofía,Gallardo, La Troncal,0,Pública,Ocio y personales,31.49
Sofía,Gallardo, La Troncal,0,Pública,Otros,40.46
Isabel,Núñez, Píllaro,0,Pública,Vivienda,116.18
Isabel,Núñez, Píllaro,0,Pública,Alimentación,49.47
Isabel,Núñez, Píllaro,0,Pública,Transporte,51.59
Isabel,Núñez, Píllaro,0,Pública,Educación,45.18
Isabel,Núñez, Píllaro,0,Pública,Ocio y personales,39.76
Isabel,Núñez, Píllaro,0,Pública,Otros,28.44
Dulce María,Aguayo, Guano,0,Privada,Vivienda,65.45
Dulce María,Aguayo, Guano,0,Privada,Alimentación,114.18
Dulce María,Aguayo, Guano,0,Privada,Transporte,32.63
Dulce María,Aguayo, Guano,0,Privada,Educación,27.49
Dulce María,Aguayo, Guano,0,Privada,Ocio y personales,54.82
Dulce María,Aguayo, Guano,0,Privada,Otros,52.01
María,Gómez,Cayambe,0,Pública,Vivienda,73.1
María,Gómez,Cayambe,0,Pública,Alimentación,113.83
María,Gómez,Cayambe,0,Pública,Transporte,41.03
María,Gómez,Cayambe,0,Pública,Educación,26.01
María,Gómez,Cayambe,0,Pública,Ocio y personales,20.52
María,Gómez,Cayambe,0,Pública,Otros,16.98
Espiridión Sacristán,Ferreras,Tena,0,Pública,Vivienda,90.1
Espiridión Sacristán,Ferreras,Tena,0,Pública,Alimentación,81.87
Espiridión Sacristán,Ferreras,Tena,0,Pública,Transporte,49.96
Espiridión Sacristán,Ferreras,Tena,0,Pública,Educación,22.54
Espiridión Sacristán,Ferreras,Tena,0,Pública,Ocio y personales,55.5
Espiridión Sacristán,Ferreras,Tena,0,Pública,Otros,22.64
Tulia,Ramírez, Pelileo,0,Pública,Vivienda,83.37
Tulia,Ramírez, Pelileo,0,Pública,Alimentación,51.61
Tulia,Ramírez, Pelileo,0,Pública,Transporte,51.56
Tulia,Ramírez, Pelileo,0,Pública,Educación,26.48
Tulia,Ramírez, Pelileo,0,Pública,Ocio y personales,29.24
Tulia,Ramírez, Pelileo,0,Pública,Otros,10.34
Sandra Muñoz,Pérez,Sangolquí,1,Privada,Vivienda,110.9
Sandra Muñoz,Pérez,Sangolquí,1,Privada,Alimentación,141.63
Sandra Muñoz,Pérez,Sangolquí,1,Privada,Transporte,127.61
Sandra Muñoz,Pérez,Sangolquí,1,Privada,Educación,46.13
Sandra Muñoz,Pérez,Sangolquí,1,Privada,Ocio y personales,56.05
Sandra Muñoz,Pérez,Sangolquí,1,Privada,Otros,54.72
Elsa Agustín del,Valle,Babahoyo,0,Pública,Vivienda,145.29
Elsa Agustín del,Valle,Babahoyo,0,Pública,Alimentación,78.3
Elsa Agustín del,Valle,Babahoyo,0,Pública,Transporte,36.94
Elsa Agustín del,Valle,Babahoyo,0,Pública,Educación,34.4
Elsa Agustín del,Valle,Babahoyo,0,Pública,Ocio y personales,51.94
Elsa Agustín del,Valle,Babahoyo,0,Pública,Otros,7.79
María Ruth,Rivera, Isidro Ayora,0,Pública,Vivienda,174.17
María Ruth,Rivera, Isidro Ayora,0,Pública,Alimentación,153.08
María Ruth,Rivera, Isidro Ayora,0,Pública,Transporte,85.55
María Ruth,Rivera, Isidro Ayora,0,Pública,Educación,31.73
María Ruth,Rivera, Isidro Ayora,0,Pública,Ocio y personales,64.3
María Ruth,Rivera, Isidro Ayora,0,Pública,Otros,45.9
Clementina Mayol,Sastre,Otavalo,0,Pública,Vivienda,42.09
Clementina Mayol,Sastre,Otavalo,0,Pública,Alimentación,46.87
Clementina Mayol,Sastre,Otavalo,0,Pública,Transporte,34.47
Clementina Mayol,Sastre,Otavalo,0,Pública,Educación,24.5
Clementina Mayol,Sastre,Otavalo,0,Pública,Ocio y personales,15.69
Clementina Mayol,Sastre,Otavalo,0,Pública,Otros,16.96
José Emilio Virginia de la Torre,Soto, Loreto,0,Pública,Vivienda,93.24
José Emilio Virginia de la Torre,Soto, Loreto,0,Pública,Alimentación,111.81
José Emilio Virginia de la Torre,Soto, Loreto,0,Pública,Transporte,49.45
José Emilio Virginia de la Torre,Soto, Loreto,0,Pública,Educación,34.62
José Emilio Virginia de la Torre,Soto, Loreto,0,Pública,Ocio y personales,49.1
José Emilio Virginia de la Torre,Soto, Loreto,0,Pública,Otros,11.32
Juan Ignacio Cruz,Fernandez,Pujilí,0,Pública,Vivienda,135.06
Juan Ignacio Cruz,Fernandez,Pujilí,0,Pública,Alimentación,168.48
Juan Ignacio Cruz,Fernandez,Pujilí,0,Pública,Transporte,113.07
Juan Ignacio Cruz,Fernandez,Pujilí,0,Pública,Educación,36.14
Juan Ignacio Cruz,Fernandez,Pujilí,0,Pública,Ocio y personales,14.61
Juan Ignacio Cruz,Fernandez,Pujilí,0,Pública,Otros,69.28
Óscar José María,Noriega,El Ángel,0,Pública,Vivienda,69.09
Óscar José María,Noriega,El Ángel,0,Pública,Alimentación,66.43
Óscar José María,Noriega,El Ángel,0,Pública,Transporte,20.07
Óscar José María,Noriega,El Ángel,0,Pública,Educación,41.1
Óscar José María,Noriega,El Ángel,0,Pública,Ocio y personales,25.54
Óscar José María,Noriega,El Ángel,0,Pública,Otros,8.88
Elmer Vargas,Gómez, Puerto López,0,Pública,Vivienda,111.37
Elmer Vargas,Gómez, Puerto López,0,Pública,Alimentación,46.73
Elmer Vargas,Gómez, Puerto López,0,Pública,Transporte,70.62
Elmer Vargas,Gómez, Puerto López,0,Pública,Educación,59.02
Elmer Vargas,Gómez, Puerto López,0,Pública,Ocio y personales,29.79
Elmer Vargas,Gómez, Puerto López,0,Pública,Otros,17.17
Mtro. Conchita,Menchaca,Jaramijó,0,Pública,Vivienda,104.02
Mtro. Conchita,Menchaca,Jaramijó,0,Pública,Alimentación,90.47
Mtro. Conchita,Menchaca,Jaramijó,0,Pública,Transporte,35.74
Mtro. Conchita,Menchaca,Jaramijó,0,Pública,Educación,19.72
Mtro. Conchita,Menchaca,Jaramijó,0,Pública,Ocio y personales,50.43
Mtro. Conchita,Menchaca,Jaramijó,0,Pública,Otros,10.34
Sonia Lemus,Castro, General Villamil,0,Privada,Vivienda,135.59
Sonia Lemus,Castro, General Villamil,0,Privada,Alimentación,59.35
Sonia Lemus,Castro, General Villamil,0,Privada,Transporte,53.98
Sonia Lemus,Castro, General Villamil,0,Privada,Educación,62.07
Sonia Lemus,Castro, General Villamil,0,Privada,Ocio y personales,42.38
Sonia Lemus,Castro, General Villamil,0,Privada,Otros,87.82
Ian Benjamin Martín,Arias, San Miguel,0,Pública,Vivienda,202.79
Ian Benjamin Martín,Arias, San Miguel,0,Pública,Alimentación,114.1
Ian Benjamin Martín,Arias, San Miguel,0,Pública,Transporte,87.82
Ian Benjamin Martín,Arias, San Miguel,0,Pública,Educación,35.24
Ian Benjamin Martín,Arias, San Miguel,0,Pública,Ocio y personales,65.68
Ian Benjamin Martín,Arias, San Miguel,0,Pública,Otros,28.23
José Manuel Pons,Verdú, La Libertad,0,Pública,Vivienda,113.44
José Manuel Pons,Verdú, La Libertad,0,Pública,Alimentación,148.68
José Manuel Pons,Verdú, La Libertad,0,Pública,Transporte,54.34
José Manuel Pons,Verdú, La Libertad,0,Pública,Educación,33.36
José Manuel Pons,Verdú, La Libertad,0,Pública,Ocio y personales,60.35
José Manuel Pons,Verdú, La Libertad,0,Pública,Otros,43.05
Rafael Juan Amaya,Silva, Milagro,0,Pública,Vivienda,128.2
Rafael Juan Amaya,Silva, Milagro,0,Pública,Alimentación,160.18
Rafael Juan Amaya,Silva, Milagro,0,Pública,Transporte,63.73
Rafael Juan Amaya,Silva, Milagro,0,Pública,Educación,29.17
Rafael Juan Amaya,Silva, Milagro,0,Pública,Ocio y personales,58.55
Rafael Juan Amaya,Silva, Milagro,0,Pública,Otros,36.82
Agustin,Nuñez, Alamor,0,Pública,Vivienda,43.15
Agustin,Nuñez, Alamor,0,Pública,Alimentación,52.52
Agustin,Nuñez, Alamor,0,Pública,Transporte,19.83
Agustin,Nuñez, Alamor,0,Pública,Educación,15.85
Agustin,Nuñez, Alamor,0,Pública,Ocio y personales,7.74
Agustin,Nuñez, Alamor,0,Pública,Otros,16.78
