nombre,apellido,ciudad,provincia,longitud,latitud,distancia,tipo_universidad,universidad,semestre,anio,periodo,carrera,genero,edad,modalidad,zona,tipo_vivienda,sector,codigo_postal
Cintia Coloma,Jordá,San Lorenzo, Esmeraldas,-78.6869333,0.9850634,135.41,Pública,Escuela Politécnica Nacional (EPN),10,2023,2023-A,Enfermería,Femenino,19,En línea,Quito,Arrendada,Villaflora,170119
María Yaneth,Caicedo, Loreto, Orellana,-77.3252738,-0.6471884,140.27,Pública,Universidad Central del Ecuador (UCE),3,2023,2023-B,Matemáticas,Femenino,17,Híbrida,Quito,Arrendada,San Blas,170113
Richard José Bermúdez,Fernández, La Maná, Cotopaxi,-79.1010573,-0.7841908,90.66,Pública,Universidad Central del Ecuador (UCE),7,2024,2024-B,Odontología,Femenino,18,Híbrida,Quito,Residencia universitaria,Quito,170150
Renata Fernandez,Nuñez, Chordeleg, Azuay,-78.7307218,-2.9844675,308.33,Pública,Universidad Central del Ecuador (UCE),3,2023,2023-A,Publicidad,Masculino,19,Presencial,Quito,Arrendada,Conocoto,170156
Lope Cabrero,Macias, Pedro Vicente Maldonado, Pichincha,-79.0400619,0.1612052,72.4,Privada,Universidad Tecnológica Equinoccial (UTE),2,2024,2024-B,Educación Inicial,Femenino,19,Presencial,Quito,Arrendada,Chilibulo,170131
Fernando Hoyos,Córdoba, Chambo, Chimborazo,-78.5425997,-1.74403,169.48,Pública,Universidad Central del Ecuador (UCE),12,2023,2023-B,Ingeniería Civil,Masculino,27,Presencial,Quito,Arrendada,Nanegalito,170169
Joaquin Ruiz,Rios, Lomas de Sargentillo, Guayas,-80.0789495,-1.8348374,250.14,Pública,Universidad Central del Ecuador (UCE),10,2025,2025-A,Psicología Clínica,Femenino,24,Presencial,Quito,Arrendada,Santa Barbara,170117
Camila Lucero,Ledesma, Archidona, Napo,-77.955042,-0.7160712,82.95,Pública,Escuela Politécnica del Ejército (ESPE),4,2025,2025-A,Psicología Clínica,Masculino,22,Presencial,Quito,Arrendada,La Libertad,170110
Águeda Leiva,Perales, Nueva Loja, Sucumbíos,-76.8834932,0.0850591,184.27,Pública,Universidad Central del Ecuador (UCE),12,2025,2025-B,Educación Básica,Femenino,22,Presencial,Quito,Familiar,La Mena,170142
Salomé Mateo,Mercader, El Coca, Orellana,-76.9837216,-0.4721804,172.26,Pública,Escuela Politécnica del Ejército (ESPE),8,2025,2025-A,Ingeniería Química,Masculino,21,Presencial,Quito,Familiar,Cotocollao,170103
Edinson Héctor Cardozo,Torres, Muisne, Esmeraldas,-79.8817211,0.5387247,174.09,Pública,Universidad Central del Ecuador (UCE),9,2024,2024-A,Contabilidad,Femenino,21,Presencial,Quito,Familiar,Puellaro,170178
Sergio Alexander Padilla,Calderón,Zaruma, El Oro,-79.5131743,-3.5111939,382.47,Pública,Escuela Politécnica Nacional (EPN),7,2023,2023-A,Ingeniería Mecánica,Femenino,21,Presencial,Quito,Arrendada,Chillogallo,170105
Ismael,Galván,Caluma, Bolívar,-79.1963263,-1.5976675,171.01,Pública,Universidad Central del Ecuador (UCE),1,2025,2025-B,Arquitectura,Masculino,21,Presencial,Quito,Propia,El Beaterio,170123
Alejo,Aguero, Chordeleg, Azuay,-78.7307218,-2.9844675,308.33,Pública,Universidad Central del Ecuador (UCE),3,2024,2024-B,Ciberseguridad,Femenino,17,En línea,Quito,Arrendada,Guayllabamba,170163
Rosa María,Cuenca, Alamor, Loja,-80.0197281,-4.0181681,454.31,Pública,Escuela Politécnica Nacional (EPN),12,2025,2025-B,Publicidad,Masculino,20,Presencial,Quito,Arrendada,La Ferroviaria,170141
Pedro José Luis Quintanilla,Cerdá,Arenillas, El Oro,-80.0974316,-3.5859238,413.63,Pública,Escuela Politécnica Nacional (EPN),9,2025,2025-B,Gastronomía,Masculino,20,En línea,Quito,Familiar,Condado,170134
Clemente Font,Barco, Calceta, Manabí,-80.1640382,-0.8480934,196.48,Privada,Universidad San Francisco de Quito (USFQ),12,2024,2024-B,Ingeniería Mecánica,Masculino,19,Presencial,Quito,Residencia universitaria,Calderon (Carapungo),170155
María Eugenia Arteaga,Muro, Narcisa de Jesús, Guayas,-80.2384404,-1.6118103,246.52,Pública,Universidad Central del Ecuador (UCE),1,2024,2024-B,Biología,Masculino,19,Presencial,Quito,Arrendada,Llano Chico,170165
José Carlos Marisol Santiago,Osorio, Flavio Alfaro, Manabí,-79.844538,-0.3242859,148.59,Pública,Universidad Central del Ecuador (UCE),9,2023,2023-B,Ingeniería Ambiental,Femenino,21,Presencial,Quito,Arrendada,Cotocollao,170103
Dionisio Perales,Torrijos,Sucúa, Morona Santiago,-78.1727383,-2.4560109,251.46,Pública,Universidad Central del Ecuador (UCE),8,2023,2023-A,Administración,Masculino,22,Presencial,Quito,Arrendada,La Merced,170164
Thiago Daniel Agustin,Molina,Pasaje, El Oro,-79.7625976,-3.3234936,372.0,Privada,Universidad Tecnológica Indoamérica (UTI),1,2025,2025-B,Criminología,Femenino,21,Presencial,Quito,Propia,Chavezpamba,170158
Yuliana Muñoz,Serrano, El Guabo, El Oro,-79.7584498,-3.1629001,355.32,Pública,Universidad Central del Ecuador (UCE),6,2025,2025-B,Química,Femenino,22,Presencial,Quito,Arrendada,La Argelia,170139
Alberto Guadalupe Ayala,Cánovas, Chambo, Chimborazo,-78.5425997,-1.74403,169.48,Pública,Universidad Central del Ecuador (UCE),5,2023,2023-A,Biología,Femenino,22,Presencial,Quito,Arrendada,La Floresta,170109
Vicente Espartaco,Fonseca,Guaranda, Bolívar,-79.0576662,-1.4398571,148.56,Privada,Pontificia Universidad Católica del Ecuador (PUCE),6,2023,2023-A,Educación Inicial,Femenino,20,Presencial,Quito,Arrendada,Belisario Quevedo,170129
Rafael Leal,Parada,Caluma, Bolívar,-79.1963263,-1.5976675,171.01,Pública,Universidad Central del Ecuador (UCE),10,2024,2024-A,Biología,Masculino,22,Presencial,Quito,Arrendada,El Inca,170124
Zaida Catalán,Duran, Alausí, Chimborazo,-78.703566,-2.3250494,235.02,Privada,Universidad de las Américas (UDLA),12,2023,2023-B,Administración,Masculino,17,Presencial,Quito,Arrendada,Centro Historico,170130
Edmundo del,Llopis, Paján, Manabí,-80.4212975,-1.7040791,268.83,Privada,Universidad Tecnológica Equinoccial (UTE),5,2023,2023-A,Comunicación Social,Femenino,20,Presencial,Quito,Residencia universitaria,Benalcazar,170102
Mia Jazmin,Medina, Tulcán, Carchi,-77.7172151,0.8115707,144.84,Pública,Universidad Central del Ecuador (UCE),6,2025,2025-B,Comercio Exterior,Femenino,19,Presencial,Quito,Arrendada,Zàmbiza,170186
Hermelinda,Soliz, Pedernales, Manabí,-79.8451737,0.0693259,151.66,Pública,Escuela Politécnica del Ejército (ESPE),5,2023,2023-B,Biología,Femenino,24,Presencial,Quito,Residencia universitaria,El Beaterio,170123
Sr(a). Benjamin,Franco,El Ángel, Carchi,-77.9396301,0.6211998,113.17,Pública,Universidad Central del Ecuador (UCE),11,2025,2025-B,Tecnologías de la Información,Femenino,21,Presencial,Quito,Arrendada,Puerto Quito,170182
Jesús,González, Pedernales, Manabí,-79.8451737,0.0693259,151.66,Pública,Escuela Politécnica Nacional (EPN),12,2023,2023-A,Criminología,Masculino,17,Presencial,Quito,Residencia universitaria,Conocoto,170156
Eliana Morcillo,Lluch, San Miguel de Los Bancos, Pichincha,-78.9214659,-0.0188368,50.7,Pública,Escuela Politécnica del Ejército (ESPE),5,2024,2024-A,Nutrición,Femenino,22,Presencial,Quito,Familiar,Nayón,170170
Juan,Delgado, Paján, Manabí,-80.4212975,-1.7040791,268.83,Pública,Universidad Central del Ecuador (UCE),4,2023,2023-B,Comunicación Social,Femenino,23,Presencial,Quito,Arrendada,Ponceano,170144
Ruby Páez,Maya,El Ángel, Carchi,-77.9396301,0.6211998,113.17,Pública,Universidad Andina Simón Bolívar (UASB),3,2023,2023-B,Ingeniería Biomédica,Masculino,20,Presencial,Quito,Familiar,La Vicentina,170112
Vanesa Salinas,Lucero,Atuntaqui, Imbabura,-78.219615,0.3316022,69.45,Pública,Universidad Central del Ecuador (UCE),3,2023,2023-B,Arquitectura,Masculino,22,Presencial,Quito,Arrendada,Kennedy,170138
Diego Daza,Orozco, Gualaceo, Azuay,-78.8461586,-2.9180205,302.27,Pública,Universidad Andina Simón Bolívar (UASB),4,2025,2025-A,Ingeniería Química,Masculino,17,Presencial,Quito,Arrendada,Guapulo,170108
Estela Oswaldo Rolón,Muñoz, Machala, El Oro,-79.9512804,-3.3148937,379.46,Pública,Escuela Politécnica Nacional (EPN),9,2024,2024-B,Ciberseguridad,Masculino,17,Presencial,Quito,Arrendada,El Salvador,170106
Marisol Pardo,Díaz, El Carmen, Manabí,-79.5741548,-0.4809541,121.58,Pública,Universidad Central del Ecuador (UCE),2,2023,2023-A,Comercio Exterior,Femenino,18,Presencial,Quito,Arrendada,Santa Barbara,170117
Belen Jordán,España, Santa Ana, Manabí,-80.2631268,-1.1944701,222.78,Pública,Universidad Central del Ecuador (UCE),9,2025,2025-B,Educación Inicial,Femenino,21,Presencial,Quito,Familiar,Quitumbe,170146
Martha Martha,Bohórquez, Durán, Guayas,-79.7895887,-2.2127014,263.15,Pública,Universidad Central del Ecuador (UCE),1,2024,2024-A,Criminología,Femenino,24,Presencial,Quito,Familiar,Tumbaco,170184
Thiago Maria Victoria Medina,Gomez, Machala, El Oro,-79.9512804,-3.3148937,379.46,Privada,Universidad de las Américas (UDLA),1,2025,2025-B,Ciencia de Datos,Femenino,18,Presencial,Quito,Arrendada,Carcelen,170120
Marisa,Belda-Sureda,Guaranda, Bolívar,-79.0576662,-1.4398571,148.56,Pública,Universidad Central del Ecuador (UCE),5,2025,2025-A,Educación Física,Masculino,18,Presencial,Quito,Residencia universitaria,Pifo,170175
Sr(a). Juana,Tamayo, Valencia, Los Ríos,-79.3211355,-0.7696521,108.72,Pública,Universidad Central del Ecuador (UCE),6,2024,2024-A,Negocios Internacionales,Masculino,21,Presencial,Quito,Residencia universitaria,Santa Prisca,170118
Andrés Márquez,Hernández, Samborondón, Guayas,-79.7562694,-2.0155653,242.86,Privada,Pontificia Universidad Católica del Ecuador (PUCE),6,2023,2023-A,Ingeniería Electrónica,Femenino,19,Presencial,Quito,Arrendada,Chillogallo,170105
Lucas Rebeca Reyna,Collazo, Cariamanga, Loja,-79.5559525,-4.326038,471.04,Privada,Universidad Politécnica Salesiana (UPS),3,2025,2025-A,Enfermería,Femenino,19,Presencial,Quito,Arrendada,Benalcazar,170102
Ligia Reyes,Barrera, Portoviejo, Manabí,-80.4534134,-1.05282,234.85,Pública,Universidad Central del Ecuador (UCE),7,2025,2025-A,Ingeniería Ambiental,Femenino,19,Presencial,Quito,Arrendada,Pintag,170176
Tania Ana Luisa Acuña,Razo,Puyo, Pastaza,-77.9969666,-1.4854777,151.92,Pública,Universidad Central del Ecuador (UCE),9,2023,2023-A,Contabilidad,Masculino,24,Presencial,Quito,Familiar,La Mena,170142
Mery Ana Cabrera,Rincón, Pedro Carbo, Guayas,-80.3009814,-1.8672671,270.34,Pública,Escuela Politécnica Nacional (EPN),11,2023,2023-B,Educación Inicial,Femenino,23,Presencial,Quito,Arrendada,Rumipamba,170147
Marino Roura,Román, Naranjito, Guayas,-79.3904646,-2.1590388,236.66,Privada,Universidad de las Américas (UDLA),12,2024,2024-B,Ingeniería Industrial,Femenino,21,Presencial,Quito,Arrendada,Chaupicruz (La Concepcion),170104
Lucía,Alvarez,Ventanas, Los Ríos,-79.3351558,-1.3253915,153.21,Pública,Universidad Central del Ecuador (UCE),10,2024,2024-B,Fisioterapia,Masculino,25,Presencial,Quito,Familiar,Puengasi,170145
Chus del,Alcalá, Lomas de Sargentillo, Guayas,-80.0789495,-1.8348374,250.14,Pública,Universidad Central del Ecuador (UCE),8,2024,2024-B,Diseño Gráfico,Femenino,22,Presencial,Quito,Familiar,Cochapamba,170132
María María Ardila,Torres,Montecristi, Manabí,-80.6606834,-1.0504072,256.09,Privada,Universidad Tecnológica Equinoccial (UTE),6,2023,2023-A,Ingeniería Agronómica,Femenino,23,Presencial,Quito,Arrendada,Checa (Chilpa),170159
Carlos,Flórez, Macará, Loja,-79.9154486,-4.3490358,484.84,Privada,Universidad Politécnica Salesiana (UPS),12,2025,2025-B,Artes Visuales,Femenino,18,Presencial,Quito,Propia,Checa (Chilpa),170159
María Gómez,Núñez,Zaruma, El Oro,-79.5131743,-3.5111939,382.47,Pública,Universidad Central del Ecuador (UCE),8,2025,2025-A,Comunicación Social,Femenino,19,Presencial,Quito,Familiar,Quito,170150
Dr(a). Lorenzo,Castillo, Tosagua, Manabí,-80.2577186,-0.7755207,203.66,Pública,Escuela Politécnica Nacional (EPN),12,2024,2024-A,Arquitectura,Femenino,19,Presencial,Quito,Arrendada,Nanegalito,170169
Minerva Jorge Escobedo de,Anda,La Concordia, Santo Domingo de los Tsáchilas,-79.462977,-0.0441108,107.5,Pública,Universidad Central del Ecuador (UCE),5,2023,2023-A,Enfermería,Femenino,20,Presencial,Quito,Familiar,La Floresta,170109
Francisco Ojeda,Fernandez, Valencia, Los Ríos,-79.3211355,-0.7696521,108.72,Pública,Escuela Politécnica Nacional (EPN),8,2025,2025-B,Publicidad,Masculino,21,Presencial,Quito,Arrendada,Eloy Alfaro,170125
Ligia,Dominguez-Casal, El Tambo, Cañar,-78.9133964,-2.4828078,255.51,Pública,Escuela Politécnica Nacional (EPN),10,2024,2024-A,Contabilidad,Masculino,21,Presencial,Quito,Arrendada,San Isidro Del Inca,170149
Liliana,Bedoya,Zaruma, El Oro,-79.5131743,-3.5111939,382.47,Pública,Escuela Politécnica Nacional (EPN),12,2025,2025-B,Nutrición,Masculino,25,Presencial,Quito,Arrendada,Guamani,170126
Amanda Nadia Campoy,Aller,San Lorenzo, Esmeraldas,-78.6869333,0.9850634,135.41,Pública,Universidad Central del Ecuador (UCE),4,2025,2025-B,Arquitectura,Masculino,22,Presencial,Quito,Arrendada,Quito,170150
Horacio Saldaña,Pinto,Yaguachi, Guayas,-79.9134536,-2.2015355,269.81,Pública,Universidad Central del Ecuador (UCE),10,2023,2023-B,Ingeniería en Sistemas,Femenino,19,Presencial,Quito,Arrendada,Iñaquito,170135
Dolores del,Coronado,Sangolquí, Pichincha,-78.4483476,-0.3288822,14.03,Pública,Universidad Central del Ecuador (UCE),8,2023,2023-B,Educación Básica,Masculino,20,Presencial,Quito,Arrendada,Gonzalez Suarez,170107
Hermelinda Peres,Campos, Alausí, Chimborazo,-78.703566,-2.3250494,235.02,Pública,Escuela Politécnica del Ejército (ESPE),10,2025,2025-B,Ingeniería en Sistemas,Femenino,24,Presencial,Quito,Familiar,Jipijapa,170137
Laura Burbano,Molina, Chambo, Chimborazo,-78.5425997,-1.74403,169.48,Pública,Universidad Central del Ecuador (UCE),12,2024,2024-A,Ingeniería en Sistemas,Femenino,22,Presencial,Quito,Familiar,Cumbaya,170157
Baudelio Ruben Camino,Valenciano, Cañar, Cañar,-79.1800778,-2.4749335,261.48,Pública,Escuela Politécnica del Ejército (ESPE),2,2023,2023-A,Ciencia de Datos,Femenino,24,Presencial,Quito,Arrendada,Pomasqui,170177
Dr. Frida,Solorzano, Flavio Alfaro, Manabí,-79.844538,-0.3242859,148.59,Pública,Instituto de Altos Estudios Nacionales (IAEN),12,2025,2025-B,Diseño Industrial,Femenino,19,Presencial,Quito,Arrendada,La Ecuatoriana,170140
Lucas Gustavo Cruz,Arenas,Catarama, Los Ríos,-79.4750201,-1.5692196,184.28,Pública,Universidad Central del Ecuador (UCE),12,2023,2023-A,Contabilidad,No binario,19,Presencial,Quito,Familiar,Condado,170134
Luciano Jazmin,Martinez, San Miguel de Los Bancos, Pichincha,-78.9214659,-0.0188368,50.7,Pública,Escuela Politécnica Nacional (EPN),5,2023,2023-B,Marketing,Femenino,19,Presencial,Quito,Arrendada,San Marcos,170114
Wilfredo Cano,Uribe, La Joya de los Sachas, Orellana,-76.8611463,-0.3161424,183.91,Pública,Escuela Politécnica Nacional (EPN),9,2023,2023-A,Ingeniería Petroquímica,Femenino,19,Presencial,Quito,Arrendada,Gualea,170161
Nayeli Benavídez,Campos, El Tambo, Cañar,-78.9133964,-2.4828078,255.51,Pública,Instituto de Altos Estudios Nacionales (IAEN),4,2025,2025-A,Ciberseguridad,Femenino,18,En línea,Quito,Arrendada,La Floresta,170109
Ángela Francia Ortiz,Martínez, Echeandía, Bolívar,-79.2735861,-1.4469547,160.54,Pública,Instituto de Altos Estudios Nacionales (IAEN),11,2024,2024-A,Medicina,Femenino,21,Presencial,Quito,Propia,San Roque,170115
Gregorio Murillo,Marroquín,Babahoyo, Los Ríos,-79.5068917,-1.8762599,214.79,Pública,Escuela Politécnica Nacional (EPN),6,2024,2024-A,Comercio Exterior,Femenino,21,Presencial,Quito,Propia,Lloa,170166
Catalina Navarro,Gonzalez, San Gabriel, Carchi,-77.835319,0.598485,118.12,Privada,Universidad de las Américas (UDLA),1,2024,2024-A,Tecnologías de la Información,Femenino,24,Presencial,Quito,Familiar,Carcelen,170120
Isaac Jorge,Quezada, Echeandía, Bolívar,-79.2735861,-1.4469547,160.54,Pública,Escuela Politécnica del Ejército (ESPE),9,2023,2023-A,Psicología Clínica,Femenino,17,Presencial,Quito,Arrendada,Santa Prisca,170118
Rosa Carolina,González, Chordeleg, Azuay,-78.7307218,-2.9844675,308.33,Pública,Universidad Central del Ecuador (UCE),1,2025,2025-A,Derecho,Masculino,18,Presencial,Quito,Familiar,Lloa,170166
Victoria,Alvarez,Tena, Napo,-78.1083981,-0.9438718,92.16,Pública,Escuela Politécnica del Ejército (ESPE),5,2023,2023-A,Ingeniería Industrial,Femenino,23,En línea,Quito,Arrendada,El Inca,170124
Lara,Figueroa, General Villamil, Guayas,-80.4261454,-2.5937913,338.99,Privada,Universidad Tecnológica Equinoccial (UTE),4,2024,2024-A,Turismo,Femenino,21,Presencial,Quito,Arrendada,Chaupicruz (La Concepcion),170104
Pablo Barral,Cuervo, Palestina, Guayas,-79.9273316,-1.6318981,222.24,Pública,Universidad Central del Ecuador (UCE),12,2024,2024-A,Finanzas,Masculino,21,Presencial,Quito,Arrendada,Puengasi,170145
Zaida Tolosa,Ríos, Durán, Guayas,-79.7895887,-2.2127014,263.15,Pública,Escuela Politécnica Nacional (EPN),3,2025,2025-A,Turismo,Prefiere no decir,24,Presencial,Quito,Familiar,Llano Chico,170165
Lic. Jorge,Anaya, Quevedo, Los Ríos,-79.4776812,-1.0669701,142.78,Pública,Universidad Central del Ecuador (UCE),6,2023,2023-A,Ciberseguridad,Femenino,18,Presencial,Quito,Arrendada,La Floresta,170109
Micaela,Carreón,Catacocha, Loja,-79.6497578,-4.0503147,444.24,Pública,Universidad Central del Ecuador (UCE),2,2024,2024-A,Educación Física,Femenino,19,En línea,Quito,Arrendada,San Jose De Minas,170181
Isabella,Perez, Alamor, Loja,-80.0197281,-4.0181681,454.31,Pública,Universidad Central del Ecuador (UCE),3,2025,2025-B,Ingeniería Civil,No binario,18,Presencial,Quito,Familiar,Puembo,170179
Dayana,Buitrago, Santa Isabel, Azuay,-79.3594118,-3.1839392,342.74,Privada,Universidad Politécnica Salesiana (UPS),5,2023,2023-A,Trabajo Social,Femenino,17,Presencial,Quito,Propia,Chavezpamba,170158
Norma Octavio Cadena,Prieto, Cariamanga, Loja,-79.5559525,-4.326038,471.04,Pública,Escuela Politécnica del Ejército (ESPE),9,2023,2023-A,Criminología,Masculino,21,Presencial,Quito,Familiar,El Batan,170122
Javier,Olmos, Chambo, Chimborazo,-78.5425997,-1.74403,169.48,Pública,Escuela Politécnica del Ejército (ESPE),2,2024,2024-A,Ingeniería Química,Femenino,19,Híbrida,Quito,Arrendada,Condado,170134
Ing. Ana,Alba,Saraguro, Loja,-79.3063889,-3.5269465,378.14,Pública,Universidad Central del Ecuador (UCE),10,2024,2024-A,Psicopedagogía,Masculino,19,Presencial,Quito,Propia,Pintag,170176
Lic. Miguel Ángel de,Jesús,Sucúa, Morona Santiago,-78.1727383,-2.4560109,251.46,Privada,Universidad Tecnológica Equinoccial (UTE),8,2023,2023-A,Economía,Prefiere no decir,18,Presencial,Quito,Familiar,Belisario Quevedo,170129
Estrella Hernando,Muro, Píllaro, Tungurahua,-78.5423177,-1.1725302,105.95,Pública,Escuela Politécnica Nacional (EPN),2,2023,2023-A,Medicina,Masculino,20,Presencial,Quito,Familiar,La Mena,170142
Johana,Caicedo, Chambo, Chimborazo,-78.5425997,-1.74403,169.48,Pública,Universidad Central del Ecuador (UCE),11,2024,2024-B,Ciencia de Datos,Femenino,19,Presencial,Quito,Arrendada,Ponceano,170144
Augusto,Rodriguez, Colimes, Guayas,-80.0818751,-1.5161582,226.31,Pública,Universidad Central del Ecuador (UCE),5,2023,2023-B,Comercio Exterior,Femenino,21,Presencial,Quito,Arrendada,San Isidro Del Inca,170149
Dr(a). Catalina,Aguirre, Pimampiro, Imbabura,-77.9402742,0.393298,93.27,Pública,Universidad Central del Ecuador (UCE),7,2024,2024-B,Fisioterapia,Femenino,22,Presencial,Quito,Arrendada,El Quinche,170160
Jackeline Alicia,Rodríguez, Pelileo, Tungurahua,-78.537307,-1.3573827,126.48,Pública,Escuela Politécnica del Ejército (ESPE),8,2023,2023-A,Diseño Gráfico,Masculino,20,Presencial,Quito,Arrendada,Quitumbe,170146
Martina,Molina,Jaramijó, Manabí,-80.6134583,-0.9743883,248.22,Privada,Universidad Internacional del Ecuador (UIDE),1,2024,2024-A,Medicina,Masculino,20,Híbrida,Quito,Arrendada,Calderon (Carapungo),170155
María Pilar Merche Mayo,Verdugo,San Lorenzo, Esmeraldas,-78.6869333,0.9850634,135.41,Pública,Escuela Politécnica Nacional (EPN),6,2025,2025-A,Ciberseguridad,Femenino,21,Presencial,Quito,Arrendada,San Antonio,170180
Jacinto,Narváez, El Coca, Orellana,-76.9837216,-0.4721804,172.26,Privada,Pontificia Universidad Católica del Ecuador (PUCE),1,2024,2024-B,Biología,Masculino,20,Presencial,Quito,Arrendada,Centro Historico,170130
Telmo del,Mármol, Santo Domingo, Santo Domingo de los Tsáchilas,-79.1686724,-0.2546212,73.08,Pública,Escuela Politécnica Nacional (EPN),2,2024,2024-A,Ingeniería Civil,Femenino,24,Presencial,Quito,Propia,Guamani,170126
Thiago Agustin Juan Ignacio Coronel,Diaz, Santo Domingo, Santo Domingo de los Tsáchilas,-79.1686724,-0.2546212,73.08,Pública,Universidad Central del Ecuador (UCE),1,2025,2025-A,Ingeniería Agronómica,Femenino,21,Presencial,Quito,Arrendada,Puengasi,170145
Néstor Ciro,Jiménez,Bucay, Guayas,-79.1376329,-2.2004367,230.91,Privada,Pontificia Universidad Católica del Ecuador (PUCE),11,2023,2023-B,Hotelería,Masculino,23,Presencial,Quito,Arrendada,Chavezpamba,170158
María Ana,Hernández,Tena, Napo,-78.1083981,-0.9438718,92.16,Pública,Escuela Politécnica Nacional (EPN),5,2025,2025-B,Periodismo,Femenino,22,Presencial,Quito,Familiar,Condado,170134
Valentina Diaz,Gomez, Cotacachi, Imbabura,-78.4507013,0.3955234,68.8,Pública,Universidad Central del Ecuador (UCE),10,2024,2024-A,Publicidad,Femenino,17,Híbrida,Quito,Arrendada,Perucho,170174
Facundo Sofia Belen,Vera, Balao, Guayas,-79.7180498,-2.8852516,325.24,Pública,Escuela Politécnica del Ejército (ESPE),9,2023,2023-A,Contabilidad,Femenino,19,Presencial,Quito,Arrendada,Perucho,170174
Amalia Casal,Sanjuan,Macas, Morona Santiago,-78.1175466,-2.3046252,235.9,Pública,Universidad Central del Ecuador (UCE),6,2025,2025-A,Gastronomía,Masculino,20,Presencial,Quito,Arrendada,Mariscal Sucre,170143
Sr(a). Ciro Benjamin,Gonzalez,Ventanas, Los Ríos,-79.3351558,-1.3253915,153.21,Pública,Escuela Politécnica Nacional (EPN),11,2023,2023-A,Diseño Industrial,Masculino,23,Presencial,Quito,Propia,Nono,170171
Iris del,Verdugo, Valencia, Los Ríos,-79.3211355,-0.7696521,108.72,Pública,Universidad Central del Ecuador (UCE),11,2023,2023-B,Turismo,No binario,25,Presencial,Quito,Residencia universitaria,La Floresta,170109
Dr. Carolina,Cano, Shushufindi, Sucumbíos,-76.5906945,-0.2885051,213.81,Pública,Escuela Politécnica Nacional (EPN),1,2025,2025-A,Comunicación Social,Masculino,19,Presencial,Quito,Familiar,Condado,170134
Dr(a). Juan Bautista,Alvarez, Alamor, Loja,-80.0197281,-4.0181681,454.31,Pública,Universidad Central del Ecuador (UCE),1,2023,2023-A,Ingeniería Automotriz,Masculino,21,Presencial,Quito,Familiar,El Quinche,170160
Leonel Jacobo Lozano,Regalado, Huaquillas, El Oro,-80.184453,-3.4756231,406.89,Privada,Universidad de las Américas (UDLA),2,2025,2025-B,Medicina,Femenino,22,Presencial,Quito,Arrendada,Chillogallo,170105
Liliana Salvador,Sepúlveda, Milagro, Guayas,-79.5552042,-2.1179635,240.77,Pública,Escuela Politécnica del Ejército (ESPE),9,2024,2024-A,Ingeniería Petroquímica,Prefiere no decir,20,Presencial,Quito,Propia,San Roque,170115
Guillermo Willian,Barrera, Celica, Loja,-79.9851762,-4.1648137,468.15,Pública,Universidad Central del Ecuador (UCE),3,2023,2023-A,Física,Masculino,25,Presencial,Quito,Residencia universitaria,La Merced,170164
Sofía Gregorio,Montaño,Zamora, Zamora Chinchipe,-78.9577754,-4.0042008,423.67,Pública,Escuela Politécnica del Ejército (ESPE),1,2024,2024-B,Ingeniería Ambiental,Masculino,17,Presencial,Quito,Familiar,Guangopolo,170162
Nadia Patricia,Medrano, Isidro Ayora, Guayas,-80.1463096,-1.8796754,258.94,Pública,Instituto de Altos Estudios Nacionales (IAEN),5,2024,2024-B,Derecho,Masculino,22,Presencial,Quito,Familiar,Jipijapa,170137
Mar Tenorio,Rincón, Durán, Guayas,-79.7895887,-2.2127014,263.15,Pública,Universidad Central del Ecuador (UCE),7,2023,2023-A,Ingeniería Ambiental,Masculino,22,Presencial,Quito,Arrendada,Santa Prisca,170118
Rubén Guzmán,Rodríguez,Zaruma, El Oro,-79.5131743,-3.5111939,382.47,Privada,Pontificia Universidad Católica del Ecuador (PUCE),6,2025,2025-B,Nutrición,Femenino,23,Híbrida,Quito,Arrendada,Chavezpamba,170158
Yuridia Badillo,Feliciano, Quevedo, Los Ríos,-79.4776812,-1.0669701,142.78,Pública,Escuela Politécnica Nacional (EPN),12,2023,2023-B,Periodismo,Femenino,21,Presencial,Quito,Propia,La Merced,170164
Nathalia Carrillo,Sánchez,Machachi, Pichincha,-78.6516915,-0.4984774,34.61,Pública,Universidad Andina Simón Bolívar (UASB),1,2024,2024-A,Periodismo,Masculino,23,En línea,Quito,Familiar,La Ferroviaria,170141
Cristian Renato Antúnez,Palmer, La Joya de los Sachas, Orellana,-76.8611463,-0.3161424,183.91,Pública,Escuela Politécnica del Ejército (ESPE),5,2024,2024-B,Negocios Internacionales,Masculino,20,Presencial,Quito,Familiar,Llano Chico,170165
Mora Peralta,Castro, El Guabo, El Oro,-79.7584498,-3.1629001,355.32,Privada,Universidad Internacional del Ecuador (UIDE),5,2025,2025-A,Arquitectura,Masculino,18,Presencial,Quito,Familiar,Amaguaña,170152
Lic. Eva,Segura, Pedernales, Manabí,-79.8451737,0.0693259,151.66,Pública,Escuela Politécnica del Ejército (ESPE),6,2023,2023-A,Negocios Internacionales,Femenino,18,Presencial,Quito,Propia,San Blas,170113
Juana,Giraldo, San Miguel de Los Bancos, Pichincha,-78.9214659,-0.0188368,50.7,Pública,Universidad Central del Ecuador (UCE),3,2024,2024-A,Ingeniería Química,Femenino,17,En línea,Quito,Familiar,Santa Barbara,170117
