nombre,apellido,ciudad,provincia,longitud,latitud,distancia,tipo_universidad,universidad,semestre,anio,periodo,carrera,genero,edad,modalidad,zona,tipo_vivienda,sector,codigo_postal
Rodrigo,Lovato, Shushufindi, Sucumbíos,-76.5906945,-0.2885051,213.81,Pública,Escuela Politécnica Nacional (EPN),8,2024,@@@,Comercio Exterior,No binario,VAL8079,Presencial,Quito,,La Vicentina,170112
Óscar Gargallo,Varela,Puyo, Pastaza,-77.9969666,-1.4854777,151.92,Pública,Escuela Politécnica del Ejército (ESPE),1,2024,XX-XX,Ingeniería Automotriz,<NULL>,22,Presencial,,Familiar,Mindo,170167
Lucas,Nájera, San Miguel,###CORRUPT###,-9999,-1.8120574,189.75,Privada,Universidad Politécnica Salesiana (UPS),6,2024,2024-B,Psicopedagogía,###CORRUPT###,21,Presencial,Quito,Arrendada,Calderon (Carapungo),170155
Jerónimo Ayuso,Diéguez, Guayaquil, Guayas,-80.0983887,-2.2895167,289.88,Privada,,11,2025,2025-A,NO DEFINIDA,Femenino,22,Presencial,Quito,Familiar,Llano Chico,170165
María Gómez,Núñez,Zaruma, El Oro,BROKEN,-3.5111939,382.47,<NULL>,485755,8,2025,2025-A,Comunicación Social,Femenino,###CORRUPT###,Presencial,Quito,Familiar,{BAD},170150
Sebastian,Soto,631627, Sucumbíos,-76.5906945,-0.2885051,213.81,Pública,Escuela Politécnica Nacional (EPN),10,2025,2025-B,@@@,BROKEN,20,Presencial,Quito,Propia,{BAD},170164
Araceli Nelly,@@@, Puerto López, Manabí,-80.744524,{BAD},288.55,Pública,Instituto de Altos Estudios Nacionales (IAEN),9,2023,2023-B,Psicología Clínica,Masculino,INVALID,BROKEN,Quito,Propia,Tababela,170183
Abraham,Matos,286093, Guayas,-79.3904646,-2.1590388,236.66,Pública,Universidad Central del Ecuador (UCE),7,2023,2023-A,Ingeniería Química,Femenino,17,Presencial,BROKEN,Familiar,Itchimbia,INVALID
Domitila Bolaños,Varela, Huaca, Carchi,-77.727333,0.7987391,143.02,Pública,Universidad Central del Ecuador (UCE),5,2023,2023-A,Diseño Industrial,Masculino,20,Presencial,Quito,Residencia universitaria,Gualea,170161
Gonzalo Amo,Rodriguez, Paján, Manabí,,-1.7040791,268.83,Privada,Universidad de las Américas (UDLA),2,2025,2025-B,Nutrición,Masculino,-9999.0,Presencial,Quito,Arrendada,Chavezpamba,170158
Nazaret Bruno Jordá,Pino, Santa Lucía, Guayas,-80.0426304,-1.7145863,###CORRUPT###,Pública,Escuela Politécnica del Ejército (ESPE),6,2023,2023-A,Tecnologías de la Información,No binario,18,Presencial,Quito,Familiar,La Merced,170164
Edith Blanca Jaimes,Molina,Sucúa, Morona Santiago,-78.1727383,-2.4560109,251.46,Pública,Universidad Andina Simón Bolívar (UASB),2,2024,2024-A,Odontología,Masculino,25,BROKEN,Quito,Residencia universitaria,Llano Chico,170165
Ingrid María,Ramírez, Rocafuerte,INVALID,-80.4012121,-0.9032437,BROKEN,Pública,Escuela Politécnica del Ejército (ESPE),1000000000000.0,2024,2024-A,@@@,Masculino,20,Presencial,Quito,Arrendada,La Argelia,170139
{BAD},Murillo,San Lorenzo, Esmeraldas,-78.6869333,0.9850634,135.41,Privada,Universidad Tecnológica Equinoccial (UTE),,2023,2023-B,,Femenino,23,Presencial,Quito,Arrendada,<script>,170104
,,,,,,,INVALID,<NULL>,,2099X,,INVALID,,,,,,,
Ing. Olivia,Tapia,Simón Bolívar,{BAD},{BAD},-2.0424101,226.45,@@@,Universidad de las Américas (UDLA),BAD,2099X,2024-A,Arquitectura,Femenino,22,Presencial,Quito,Arrendada,Belisario Quevedo,170129
Andrea Ribera,Piñeiro, Buena Fe, Los Ríos,-79.5296983,-0.7488694,127.49,Pública,Escuela Politécnica del Ejército (ESPE),2,2025,2025-B,Educación Básica,Femenino,22,Presencial,Quito,Arrendada,Puerto Quito,170182
Guillermo Linares,###, Bahía de Caráquez, Manabí,-9999,-0.5999649,216.67,Privada,Universidad Internacional del Ecuador (UIDE),BROKEN,,2023-B,Ciencia de Datos,No binario,BROKEN,Presencial,Quito,Arrendada,Benalcazar,170102
Juan Cruz Victoria Rodriguez,Diaz,Jaramijó, Manabí,-80.6134583,-0.9743883,248.22,Pública,Escuela Politécnica Nacional (EPN),12,<NULL>,2024-B,Turismo,Masculino,22,Presencial,Quito,Propia,Puengasi,VAL4767
,,,,,,,,,,,XX-XX,,,,,,,,
Ricardo,Bohórquez, La Maná, Cotopaxi,-79.1010573,-0.7841908,90.66,Privada,Universidad Politécnica Salesiana (UPS),7,2023,2023-B,Periodismo,Masculino,1000000000000.0,Presencial,Quito,Arrendada,Alfaro (Chimbacalle),170101
Dr(a). Benicio,Benitez, Biblián, Cañar,-78.9802821,-2.6748261,277.86,Pública,###CORRUPT###,0,2024,2024-B,Psicología Clínica,Femenino,21,@@@,Quito,Arrendada,San Bartolo,170148
Santiago Maite,Maldonado, Puerto López, Manabí,-80.744524,-1.5440814,288.55,Pública,Escuela Politécnica del Ejército (ESPE),4,###CORRUPT###,2024-B,Diseño Industrial,Femenino,23,Presencial,Quito,Familiar,El Salvador,170106
Visitación de,Pomares,Salitre,{BAD},-79.8187323,-1.8289209,230.42,Pública,Universidad Central del Ecuador (UCE),7,2025,2025-A,Diseño Gráfico,Femenino,25,Presencial,Quito,Arrendada,Itchimbia,170136
Alfonso,Tapia, El Coca,893260,-9999,-0.4721804,<NULL>,Pública,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,4,VAL7760,2025-A,,Femenino,23,Presencial,<NULL>,Arrendada,Pacto,170172
Sr(a). Valentina,Vega, Cumandá, Chimborazo,-79.103584,-2.2108666,230.91,Pública,Universidad Central del Ecuador (UCE),???,2024,2024-B,Arquitectura,Femenino,20,Presencial,Quito,Propia,San Bartolo,170148
Francisco Thiago Leonel,Ramirez,Zaruma,<NULL>,-79.5131743,-3.5111939,382.47,Pública,Universidad Central del Ecuador (UCE),5,2023,859265,Biología,Masculino,21,Presencial,Quito,Propia,Puembo,ERR
Custodio Tapia,Bermejo, Tabacundo, Pichincha,-78.2216436,0.048201,43.99,Pública,,10,2023,2023-A,Psicología Clínica,BROKEN,24,Presencial,<NULL>,780953,Pacto,170172
Daniel Franco,@@@,Caluma, Bolívar,-79.1963263,200,171.01,Privada,Universidad Internacional del Ecuador (UIDE),1,2025,2025-A,Diseño de Modas,Masculino,@@@,Presencial,Quito,Familiar,Belisario Quevedo,170129
Carmelo del,Adadia, Huaquillas, El Oro,INVALID,-3.4756231,406.89,Pública,Universidad Central del Ecuador (UCE),###CORRUPT###,2023,2023-A,###CORRUPT###,Masculino,20,Presencial,Quito,Arrendada,,170122
,,,,,,,,,,,,,,,,,,,
Enrique Daniel Fernández,Lara,Jaramijó, Manabí,-80.6134583,-0.9743883,@@@,Pública,Escuela Politécnica del Ejército (ESPE),6,,2025-A,INVALID,Masculino,23,BROKEN,Quito,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,El Salvador,170106
Samuel,Acosta, Santa Isabel, Azuay,-79.3594118,-3.1839392,342.74,Pública,Escuela Politécnica Nacional (EPN),9,2024,2024-B,Enfermería,Femenino,24,{BAD},Quito,Arrendada,La Libertad,170110
Andrea María,León, Tosagua, Manabí,-80.2577186,-0.7755207,203.66,Pública,Escuela Politécnica Nacional (EPN),1,2025,2025-A,Ingeniería Mecánica,Masculino,20,Presencial,Quito,Arrendada,Guayllabamba,170163
José Alejandro,Flórez, Bahía de Caráquez,###CORRUPT###,-80.423572,-0.5999649,<NULL>,Pública,Escuela Politécnica Nacional (EPN),6,2024,2024-B,Ingeniería Química,Femenino,19,Híbrida,Quito,Familiar,Cotocollao,170103
Hilda Puig,Belmonte, Rocafuerte, Manabí,-80.4012121,-0.9032437,223.34,Pública,Universidad Central del Ecuador (UCE),6,2024,BROKEN,INVALID,<NULL>,24,Presencial,Quito,Arrendada,La Ecuatoriana,170140
Estela Oswaldo Rolón,<NULL>, Machala, El Oro,<NULL>,-3.3148937,379.46,{BAD},Escuela Politécnica Nacional (EPN),9,2024,2024-B,Ciberseguridad,Masculino,17,Presencial,Quito,Arrendada,El Salvador,170106
950322,Rojas, San Miguel de Salcedo, Cotopaxi,-78.5907824,-1.043699,91.99,<NULL>,Universidad Central del Ecuador (UCE),9,2025,2025-A,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Femenino,23,Presencial,Quito,Familiar,Condado,###CORRUPT###
María Rosa Medina,Rivera, El Carmen, Manabí,-79.5741548,-0.4809541,121.58,Pública,Universidad Central del Ecuador (UCE),4,2024,2024-A,Artes Visuales,Masculino,23,Presencial,Quito,Arrendada,Santa Barbara,170117
Federico Uma,Morales, El Coca, Orellana,@@@,-0.4721804,172.26,Pública,Universidad Central del Ecuador (UCE),8,2024,2024-A,Laboratorio Clínico,Femenino,19,Presencial,Quito,Arrendada,San Bartolo,170148
,,,{BAD},,,,,±§¶,,,,,,,,,,,{BAD}
Nelly Salma,Saldivar, Milagro, Guayas,-9999,-2.1179635,240.77,Pública,Universidad Central del Ecuador (UCE),12,2024,2024-B,Criminología,,20,Presencial,Quito,Propia,Condado,170134
Mtro. Gonzalo,Mondragón,Simón Bolívar, Guayas,-79.4218634,-2.0424101,226.45,Pública,Escuela Politécnica del Ejército (ESPE),8,2023,2023-B,Ingeniería Petroquímica,Masculino,17,Presencial,Quito,Familiar,Quitumbe,170146
Ing. Federico,Arenas, El Tambo, Cañar,-78.9133964,{BAD},255.51,Pública,Universidad Central del Ecuador (UCE),BAD,2025,2025-B,Ingeniería Mecánica,Masculino,24,Presencial,Quito,Arrendada,Yaruquì,170185
,,,,,,,,,,,,,,,,,,,
Miguel Arley,Suárez, Bahía de Caráquez, Manabí,-80.423572,-0.5999649,216.67,Pública,Universidad Central del Ecuador (UCE),5,<NULL>,<NULL>,Economía,Masculino,19,Presencial,@@@,###CORRUPT###,Nanegal,170168
María Luisa Escobar,<NULL>, Camilo Ponce Enríquez, Azuay,-79.5630363,-2.9640696,###CORRUPT###,Pública,Universidad Central del Ecuador (UCE),@@@,2025,2025-A,Ingeniería Biomédica,Masculino,19,Presencial,Quito,<NULL>,INVALID,
Sr(a). Paulina,Riojas, Cotacachi, Imbabura,-78.4507013,0.3955234,68.8,Pública,{BAD},5,2024,2024-B,Comunicación Social,Femenino,20,Presencial,Quito,Familiar,Condado,170134
Alexandra Luz,###, Esmeraldas, Esmeraldas,-79.6523847,0.9668153,183.0,Pública,Universidad Central del Ecuador (UCE),9,2025,2025-B,NO DEFINIDA,Femenino,17,Presencial,Quito,Residencia universitaria,Nanegalito,170169
Mtro. Blanca,Salcido, Guayaquil, Guayas,-80.0983887,-2.2895167,<NULL>,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Universidad Internacional del Ecuador (UIDE),1,2024,2024-B,Psicopedagogía,Masculino,22,Presencial,Quito,INVALID,La Merced,170164
{BAD},Quiroz, Cuenca, Azuay,@@@,-2.8974072,302.67,Privada,Universidad Internacional del Ecuador (UIDE),0,2024,2024-A,Ingeniería Agronómica,No binario,VAL3865,Presencial,Quito,Arrendada,Cotocollao,BROKEN
Paola Camargo,García, Colimes, Guayas,###CORRUPT###,-1.5161582,226.31,Pública,Escuela Politécnica del Ejército (ESPE),3,2024,XX-XX,BROKEN,Masculino,23,Presencial,,Propia,Condado,170134
Esteban Tovar,Pérez, Huaca, Carchi,###CORRUPT###,0.7987391,143.02,Pública,Universidad Central del Ecuador (UCE),2,<NULL>,2025-A,,Femenino,18,Presencial,Quito,Arrendada,Condado,170134
Serafín Nadia,Quiñónez, Guano, Chimborazo,-78.6578385,-1.539923,<NULL>,Pública,Escuela Politécnica Nacional (EPN),2,2025,2025-A,Artes Visuales,Masculino,22,∞∞∞,Quito,Arrendada,Comite Del Pueblo,170133
Sr(a). Agustin,Alvarez, Santa Rosa, El Oro,-80.154904,-3.4145538,399.35,INVALID,Universidad Central del Ecuador (UCE),10,2023,BROKEN,Artes Visuales,Femenino,19,Presencial,Quito,<NULL>,Cotocollao,170103
Ángel Valera,Mata, Samborondón, Guayas,-79.7562694,<NULL>,242.86,@@@,Universidad Central del Ecuador (UCE),3,2024,2024-A,Comercio Exterior,Masculino,19,Híbrida,Quito,Arrendada,La Argelia,170139
Alonso Lucas,Alejandro,Manta, Manabí,,-0.9485853,INVALID,Pública,Escuela Politécnica del Ejército (ESPE),10,2023,2023-A,Ingeniería Ambiental,Masculino,23,Presencial,Quito,Residencia universitaria,Zàmbiza,170186
Diana Liliana,Alvarado, Huaquillas, El Oro,-80.184453,-3.4756231,###CORRUPT###,Privada,Universidad San Francisco de Quito (USFQ),4,BROKEN,2024-B,,Masculino,21,Presencial,Quito,Arrendada,Chimbacalle,170121
Fernando,Valencia,,###CORRUPT###,-79.7182552,-1.3353343,182.63,Pública,Universidad Central del Ecuador (UCE),8,2024,INVALID,Trabajo Social,Masculino,99999.0,{BAD},Quito,Familiar,Santa Barbara,INVALID
Valentina,Lopez, Cañar, Cañar,-79.1800778,-2.4749335,261.48,Pública,Universidad Central del Ecuador (UCE),8,,2024-A,<NULL>,Masculino,22,Presencial,Quito,Arrendada,Puerto Quito,170182
Catalina Ferreyra,, El Coca, Orellana,-76.9837216,-0.4721804,172.26,Pública,,5,2023,2023-A,Comunicación Social,,21,Presencial,Quito,Arrendada,Las Cuadras,170128
Sr(a). Joaquin,Acosta, El Coca, Orellana,-76.9837216,-0.4721804,172.26,Pública,Escuela Politécnica Nacional (EPN),6,2024,,Ingeniería Biomédica,Masculino,25,Híbrida,Quito,Arrendada,INVALID,170186
Benjamin Felipe,Flores,###CORRUPT###, Imbabura,-78.2454274,0.2227636,57.5,,Escuela Politécnica del Ejército (ESPE),10,2023,2023-A,Diseño Gráfico,{BAD},19,Presencial,Quito,Arrendada,La Floresta,170109
Vilma Sandra Mosquera,INVALID, Celica, Loja,-79.9851762,-4.1648137,468.15,Pública,Universidad Central del Ecuador (UCE),3,###CORRUPT###,2023-A,Laboratorio Clínico,Masculino,24,Presencial,Quito,Arrendada,Tababela,170183
Cristobal,Perea, Pedro Carbo, Guayas,-80.3009814,-1.8672671,270.34,Privada,Universidad de las Américas (UDLA),4,2025,###CORRUPT###,Ciencia de Datos,Masculino,21,Presencial,Quito,Arrendada,Belisario Quevedo,ERR
Lourdes,Rivero,Arenillas,±§¶,-80.0974316,@@@,413.63,Pública,Universidad Central del Ecuador (UCE),VAL4826,2025,908889,Diseño Industrial,Femenino,17,Presencial,Quito,Arrendada,Puellaro,170178
Danilo Chacón,Ávila, Riobamba, Chimborazo,-78.6482479,-1.6732765,162.28,Pública,Escuela Politécnica Nacional (EPN),2,2025,2025-B,Fisioterapia,Femenino,23,Presencial,@@@,Propia,@@@,170122
Cecilio Boix,Estévez, Tosagua, Manabí,-80.2577186,-0.7755207,203.66,Pública,Escuela Politécnica Nacional (EPN),3,2023,2023-A,Hotelería,Masculino,23,Presencial,Quito,Familiar,Pedro Vicente Maldonado,BROKEN
Ruperto,Domínguez, El Coca, Orellana,@@@,-0.4721804,172.26,Pública,Universidad Central del Ecuador (UCE),12,2025,2025-A,Ingeniería Ambiental,Masculino,,Presencial,Quito,Arrendada,Cochapamba,INVALID
John,Gómez,Puebloviejo, Los Ríos,-79.5474126,-1.5368546,186.22,###CORRUPT###,Universidad Central del Ecuador (UCE),6,2024,2024-A,Trabajo Social,Femenino,21,Híbrida,Quito,Familiar,Gonzalez Suarez,VAL3558
Ligia Reyes,Barrera, Portoviejo, Manabí,-80.4534134,-1.05282,234.85,Pública,Universidad Central del Ecuador (UCE),7,2025,XX-XX,Ingeniería Ambiental,Femenino,19,Presencial,Quito,Arrendada,Pintag,170176
Amaya,Escamilla-Clemente, Durán, Guayas,-79.7895887,-2.2127014,263.15,Pública,Universidad Central del Ecuador (UCE),<NULL>,###CORRUPT###,2023-B,Ingeniería Química,Masculino,22,,Quito,Familiar,El Quinche,170160
XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Bustos,Latacunga, Cotopaxi,-78.6145758,-0.9340311,80.19,Pública,,8,2024,2024-B,Psicología,Masculino,22,±§¶,Quito,Arrendada,San Roque,170115
###CORRUPT###,Gimenez, Velasco Ibarra, Guayas,-79.8779821,-2.2843364,275.19,BROKEN,Universidad de las Américas (UDLA),11,2024,2024-A,<NULL>,Masculino,21,Presencial,Quito,Familiar,Belisario Quevedo,170129
Jenny,Angulo, General Villamil, Guayas,-80.4261454,-2.5937913,338.99,Pública,Escuela Politécnica Nacional (EPN),5,2023,XX-XX,Diseño Gráfico,Femenino,25,Presencial,Quito,Residencia universitaria,{BAD},170136
Aida Pilar Caballero,Salazar, Baños de Agua Santa, Tungurahua,-78.4402276,-1.417407,133.37,Pública,Universidad Central del Ecuador (UCE),3,2024,2024-A,Ingeniería Agronómica,Femenino,18,Presencial,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Familiar,Perucho,170174
Édgar,Pina,Salitre, Guayas,-79.8187323,-1.8289209,230.42,,Universidad San Francisco de Quito (USFQ),1,2024,2024-A,Ingeniería Petroquímica,Masculino,21,Presencial,Quito,Arrendada,Benalcazar,<NULL>
Alicia Amalia Meléndez,Badillo, Pedro Carbo,<NULL>,,-1.8672671,270.34,Pública,Escuela Politécnica Nacional (EPN),11,2023,2023-A,Administración,Masculino,23,Presencial,Quito,Propia,Quito,170150
<NULL>,Matas, Balzar, Guayas,###CORRUPT###,-1.3062992,199.16,Privada,Universidad de las Américas (UDLA),7,2023,2023-A,Diseño Industrial,Masculino,{BAD},Presencial,Quito,{BAD},Centro Historico,170130
Rodrigo Jaime Ávila,García, Santa Lucía,###CORRUPT###,###CORRUPT###,BROKEN,237.82,Pública,Escuela Politécnica del Ejército (ESPE),3,{BAD},2024-A,Medicina,Femenino,24,Presencial,Quito,Residencia universitaria,La Concepción,170127
Manuelita Vega,Benito, Santo Domingo, Santo Domingo de los Tsáchilas,-79.1686724,-0.2546212,73.08,Privada,Universidad Tecnológica Equinoccial (UTE),10,2023,2023-A,Ingeniería Petroquímica,Masculino,21,±§¶,Quito,Familiar,Benalcazar,170102
###CORRUPT###,BROKEN, Quevedo, Los Ríos,-79.4776812,{BAD},142.78,Pública,Escuela Politécnica del Ejército (ESPE),INVALID,2024,2024-A,Ingeniería Biomédica,Masculino,@@@,Presencial,Quito,Propia,La Merced,170164
Bautista Benjamin Vega,Farias,<NULL>, Los Ríos,-79.3468998,-1.1460552,###CORRUPT###,Pública,Universidad Central del Ecuador (UCE),INVALID,2025,,Psicopedagogía,Femenino,20,En línea,Quito,Arrendada,Conocoto,<NULL>
,,,,,,,,,,,,,,VAL9392,,,,,
Luz Milagros Martinez,Romero,Ibarra, Imbabura,,0.5159369,92.08,Privada,Pontificia Universidad Católica del Ecuador (PUCE),9,2024,2024-A,Ingeniería en Sistemas,Masculino,17,,Quito,Residencia universitaria,Atahualpa (Chabaspamba),170153
,,,,,,,,,,,,,,,,,,,
Duilio Ávila,Mayol, Rocafuerte, Manabí,-80.4012121,-0.9032437,{BAD},Privada,Universidad de las Américas (UDLA),1,,2024-B,@@@,Femenino,18,Presencial,Quito,Familiar,Benalcazar,170102
,Agudelo,Jaramijó, Manabí,BROKEN,-0.9743883,-50,Privada,Pontificia Universidad Católica del Ecuador (PUCE),6,2025,2025-B,Educación Básica,Masculino,21,Presencial,Quito,Familiar,Atahualpa (Chabaspamba),170153
Miguel Restrepo,Salgado, Rocafuerte, Manabí,@@@,-0.9032437,223.34,Pública,Universidad Central del Ecuador (UCE),2,2024,2024-B,Trabajo Social,Femenino,18,Presencial,Quito,Propia,Yaruquì,170185
Julieta Santiago Nicolas Navarro,Garcia, Muisne, Esmeraldas,-79.8817211,0.5387247,174.09,Pública,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,4,2023,2023-B,Ingeniería Mecánica,Femenino,22,En línea,Quito,###CORRUPT###,INVALID,170169
,,,,{BAD},@@@,BROKEN,BROKEN,###,,,,,,,,,,,
Elvira Diana Lucero,Huerta,Tena, Napo,-78.1083981,-0.9438718,92.16,###,Instituto de Altos Estudios Nacionales (IAEN),11,2024,2024-B,Economía,INVALID,24,Presencial,Quito,Propia,San Sebastian,170116
Manu Girón,Piña,Cayambe, Pichincha,-77.9889555,0.0251586,64.27,{BAD},Escuela Politécnica Nacional (EPN),5,{BAD},2024-A,Ingeniería en Sistemas,{BAD},21,Presencial,Quito,Arrendada,{BAD},170186
María Muñoz,Sánchez, Colimes, Guayas,-80.0818751,-1.5161582,226.31,Pública,Universidad Central del Ecuador (UCE),2,2023,2023-A,Odontología,Masculino,23,Presencial,Quito,Arrendada,San Antonio,170180
@@@,Saldivar,Macas, Morona Santiago,-78.1175466,-2.3046252,INVALID,Pública,Universidad Central del Ecuador (UCE),6,2023,2023-A,Biología,Femenino,19,Presencial,Quito,{BAD},{BAD},170171
Alonso Gerardo Garza,Terrazas, Pedro Vicente Maldonado, Pichincha,-79.0400619,0.1612052,72.4,Pública,Universidad Central del Ecuador (UCE),12,2023,2023-B,Marketing,Prefiere no decir,22,Presencial,Quito,Arrendada,Puellaro,170178
Manuel,Rodríguez,Saquisilí, Cotopaxi,-78.7312624,-0.8359835,72.67,Pública,{BAD},BROKEN,2023,BROKEN,Administración,Femenino,21,Presencial,Quito,###CORRUPT###,Nanegalito,170169
Felipe,Diaz, Tulcán, Carchi,-77.7172151,0.8115707,###CORRUPT###,Pública,<script>,5,2025,2025-B,Diseño Industrial,Femenino,150,Presencial,Quito,Familiar,INVALID,@@@
Manuel Ricardo Zapata,Olvera, El Tambo, Cañar,-78.9133964,-2.4828078,255.51,!ERROR!,Universidad Internacional del Ecuador (UIDE),3,2024,2024-B,Ciencia de Datos,Femenino,24,Presencial,Quito,Arrendada,Checa (Chilpa),170159
Cándida Clemente,Sierra, Chone, Manabí,-80.0721599,-0.3828099,174.38,@@@,Universidad Central del Ecuador (UCE),10,2024,2024-A,Economía,Femenino,22,Presencial,<NULL>,Arrendada,Condado,170134
Martín,Sosa,San Vicente, Manabí,-80.3761409,-0.4373946,208.65,Pública,Universidad Central del Ecuador (UCE),9,2024,2024-A,Contabilidad,Masculino,21,Presencial,Quito,Residencia universitaria,Eloy Alfaro,170125
Concha Cazorla,,El Triunfo, Guayas,-79.3660575,-2.2907784,249.03,Privada,,11,@@@,2025-A,Arquitectura,Masculino,19,Presencial,Quito,Arrendada,Carcelen,170120
Leonel del,Amor,Cayambe, Pichincha,-77.9889555,0.0251586,64.27,Pública,Universidad Central del Ecuador (UCE),<NULL>,2023,2023-B,NO DEFINIDA,Femenino,20,Presencial,Quito,Familiar,Puembo,170179
,,,,,,INVALID,,,,,,,,,,,,,
Clara Parada,Romero, Portovelo, El Oro,-79.6172038,-3.7152273,INVALID,Pública,Escuela Politécnica del Ejército (ESPE),4,2025,2025-A,Psicología Clínica,Femenino,21,Presencial,Quito,Arrendada,Guangopolo,170162
INVALID,Alberto, Cumandá, Chimborazo,-79.103584,-2.2108666,230.91,Pública,Escuela Politécnica del Ejército (ESPE),7,2023,2023-A,Educación Física,Femenino,21,Presencial,Quito,Arrendada,Tababela,170183
Lucas Ezequiel Perez,Vargas,Atuntaqui, Imbabura,-78.219615,{BAD},69.45,Pública,###,9,2023,2023-B,Artes Visuales,Masculino,18,Presencial,Quito,Propia,La Floresta,
Alejandro Castillo,Bedoya,El Ángel, Carchi,-77.9396301,###CORRUPT###,113.17,Pública,Universidad Central del Ecuador (UCE),9,<NULL>,2025-A,Ingeniería Electrónica,###CORRUPT###,17,Presencial,Quito,Familiar,Jipijapa,170137
Dante Ledesma,Romero, Portovelo, El Oro,-79.6172038,-3.7152273,407.56,Pública,Escuela Politécnica del Ejército (ESPE),12,2023,2023-B,Nutrición,Femenino,###CORRUPT###,Presencial,Quito,BROKEN,La Vicentina,170112
Santiago Rodriguez,Soto,Salitre, Guayas,-79.8187323,-1.8289209,230.42,Pública,<NULL>,7,2024,2024-B,Laboratorio Clínico,Femenino,19,Presencial,Quito,Familiar,Santa Barbara,170117
Felipe Romero,@@@, Valencia, Los Ríos,-79.3211355,BROKEN,108.72,Pública,Escuela Politécnica Nacional (EPN),3,2023,2023-A,Ingeniería Ambiental,Masculino,21,Presencial,Quito,Familiar,Cochapamba,170132
{BAD},Rincón,{BAD},INVALID,-80.3009814,-1.8672671,270.34,Pública,Escuela Politécnica Nacional (EPN),BROKEN,2023,2023-B,Educación Inicial,@@@,23,Presencial,BROKEN,Arrendada,Rumipamba,170147
Rodolfo María Luisa,Casares, Gualaceo, Azuay,-78.8461586,-2.9180205,BROKEN,Privada,Pontificia Universidad Católica del Ecuador (PUCE),9,2025,2025-A,Ingeniería Industrial,Masculino,18,Presencial,Quito,Arrendada,Atahualpa (Chabaspamba),170153
Rosa Alejandra,Rojas,Pasaje, El Oro,-79.7625976,-3.3234936,372.0,Pública,Universidad Central del Ecuador (UCE),12,2023,2023-A,Ciberseguridad,Masculino,23,Presencial,###CORRUPT###,Familiar,Santa Prisca,170118
Jonatan Bonifacio Carro,Llobet, Calceta, Manabí,-80.1640382,-0.8480934,196.48,Pública,Universidad Central del Ecuador (UCE),3,2025,2025-B,Contabilidad,Masculino,21,Presencial,Quito,Propia,Kennedy,170138
,,,,,BROKEN,,,,,,,,,,,,,,
Sr(a). Juan Ignacio,Sosa, Pedro Vicente Maldonado, Pichincha,-79.0400619,0.1612052,72.4,Privada,Pontificia Universidad Católica del Ecuador (PUCE),3,2025,2025-A,Artes Visuales,Masculino,###CORRUPT###,Presencial,,Familiar,Calderon (Carapungo),ERR
Luisa María,Lara,Naranjal, Guayas,-79.5325634,-2.5731305,###CORRUPT###,Pública,Universidad Central del Ecuador (UCE),3,2023,2023-A,Ingeniería Petroquímica,Femenino,23,Presencial,Quito,Arrendada,Puengasi,170145
Thiago Nicolas,Benitez,Cayambe, Pichincha,-77.9889555,0.0251586,###CORRUPT###,Pública,Escuela Politécnica Nacional (EPN),6,###CORRUPT###,2024-B,Ingeniería Petroquímica,Masculino,23,Presencial,{BAD},Residencia universitaria,{BAD},170181
Marc Adán Villaverde,Cepeda, Atacames, Esmeraldas,-79.8790841,0.7971086,189.45,Pública,Universidad Central del Ecuador (UCE),9,2023,2023-A,Laboratorio Clínico,Femenino,17,Presencial,@@@,Arrendada,Puerto Quito,170182
Álvaro Juan,Gil, Huaca, Carchi,-77.727333,{BAD},143.02,Privada,Pontificia Universidad Católica del Ecuador (PUCE),3,2025,2025-A,@@@,Masculino,17,Presencial,Quito,Familiar,Chavezpamba,INVALID
Patricio Minerva,Enríquez,@@@,BROKEN,-80.4012121,-0.9032437,{BAD},Privada,Pontificia Universidad Católica del Ecuador (PUCE),8,2023,2023-A,Diseño Gráfico,BROKEN,INVALID,Presencial,<NULL>,Arrendada,Amaguaña,170152
Natalia Cardenas,Saldivar,Macas, Morona Santiago,-78.1175466,@@@,235.9,Pública,Universidad Central del Ecuador (UCE),BROKEN,2023,2023-A,Biología,Femenino,19,Presencial,Quito,Arrendada,Nono,170171
María Pilar Romeu,Juan, Echeandía, Bolívar,-79.2735861,-1.4469547,160.54,Pública,Escuela Politécnica del Ejército (ESPE),2,2025,2025-B,Biología,<NULL>,19,Presencial,<NULL>,Arrendada,Itchimbia,170136
INVALID,{BAD},,,,,,,,,,,,,,,,,,
